1	v1	1	1	2	2	0.0641568	0.0970140
1	v2	1	1	2	2	-0.0053750	0.1368748
1	v3	1	1	2	2	2.9304778	0.4276762
1	v4	1	1	2	2	-0.6848525	0.4952986
1	v5	1	1	2	2	-0.3441028	0.4095118
1	v6	1	1	2	2	-0.0274932	0.3811651
1	v7	1	1	2	2	0.6399683	0.8825841
1	v8	1	1	2	2	1.4850816	0.9774606
1	v9	1	1	2	2	0.4662534	0.7988338
1	v10	1	1	2	2	1.4946619	1.0562514
1	v11	1	1	2	2	1.9125656	1.0336044
1	v12	1	1	2	2	1.4323824	1.2551433
1	v13	1	1	2	2	3.0621374	1.5752409
1	v14	1	1	2	2	0.5899945	0.3892120
1	v15	1	1	2	2	1.3845563	0.3807916
1	v16	1	1	2	2	0.8099387	0.6846143
1	v17	1	1	2	2	0.9928005	0.9026398
1	v18	1	1	2	2	1.1115047	0.7580148
1	v19	1	1	2	2	0.6321847	0.8764634
1	v20	1	1	2	2	2.0383498	1.0411389
1	v21	1	1	2	2	1.7327697	1.1864063
1	v22	1	1	2	2	1.8804939	1.1332264
1	v23	1	1	2	2	2.4216123	1.3865661
1	v24	1	1	2	2	1.8672447	1.3710428
1	v25	1	1	2	2	0.9580358	1.2760432
1	v26	1	1	2	2	0.4005172	0.2223442
1	v27	1	1	2	2	-0.4801021	0.3235774
1	v28	1	1	2	2	-0.4003885	0.3529856
1	v29	1	1	2	2	-0.0386083	0.3939090
1	v30	1	1	2	2	1.9362590	0.6627280
1	v31	1	1	2	2	0.3402816	0.5537997
