1	v1	1	3	2	2	-0.0960529	0.2396690	0.0000000	0.0000000
1	v2	1	3	2	2	-0.8432714	0.3209475	0.0000000	0.0000000
1	v3	1	3	2	2	1.1693537	0.5447730	0.0000000	0.0000000
1	v4	1	3	2	2	-0.6375327	0.4993967	0.0000000	0.0000000
1	v5	1	3	2	2	1.0836406	0.5241658	0.0000000	0.0000000
1	v6	1	3	2	2	0.4265811	0.4851226	0.0000000	0.0000000
1	v7	1	3	2	2	1.3217692	0.7866676	0.0000000	0.0000000
1	v8	1	3	2	2	1.1224677	0.9166898	0.0000000	0.0000000
1	v9	1	3	2	2	0.8106631	0.7828247	0.0000000	0.0000000
1	v10	1	3	2	2	1.7242212	0.9445446	0.0000000	0.0000000
1	v11	1	3	2	2	2.4527296	1.4320171	0.0000000	0.0000000
1	v12	1	3	2	2	2.5410763	1.4639251	0.0000000	0.0000000
1	v13	1	3	2	2	1.6559969	1.3072176	0.0000000	0.0000000
1	v14	1	3	2	2	1.2983676	0.0000000	0.5131033	0.0000000
1	v15	1	3	2	2	0.3912690	0.0000000	0.4818295	0.0000000
1	v16	1	3	2	2	1.2902076	0.0000000	0.7470137	0.0000000
1	v17	1	3	2	2	1.8088623	0.0000000	0.7096591	0.0000000
1	v18	1	3	2	2	0.2800193	0.0000000	0.8159892	0.0000000
1	v19	1	3	2	2	1.2249609	0.0000000	0.9581333	0.0000000
1	v20	1	3	2	2	1.5465128	0.0000000	1.0079936	0.0000000
1	v21	1	3	2	2	-0.1277444	0.0000000	0.8476753	0.0000000
1	v22	1	3	2	2	1.7685951	0.0000000	1.3566121	0.0000000
1	v23	1	3	2	2	1.3850324	0.0000000	1.2739166	0.0000000
1	v24	1	3	2	2	1.8906428	0.0000000	1.1682427	0.0000000
1	v25	1	3	2	2	3.3539001	0.0000000	1.6901333	0.0000000
1	v26	1	3	2	2	0.6591375	0.0000000	0.0000000	0.3451206
1	v27	1	3	2	2	-0.0459733	0.0000000	0.0000000	0.5948947
1	v28	1	3	2	2	0.0900751	0.0000000	0.0000000	0.7925955
1	v29	1	3	2	2	-0.6243208	0.0000000	0.0000000	0.8226556
1	v30	1	3	2	2	0.8361171	0.0000000	0.0000000	1.1532414
1	v31	1	3	2	2	0.0492411	0.0000000	0.0000000	0.9061081
