1	v1	1	4	2	2	-0.1006640	0.1385769	0.5024450	0.0000000	0.0000000
1	v2	1	4	2	2	-0.8538442	0.3838201	0.1149170	0.0000000	0.0000000
1	v3	1	4	2	2	1.1807429	0.4534824	0.3806532	0.0000000	0.0000000
1	v4	1	4	2	2	-0.6516509	0.4438345	0.4039356	0.0000000	0.0000000
1	v5	1	4	2	2	1.0976138	0.4472565	0.3791220	0.0000000	0.0000000
1	v6	1	4	2	2	0.4344536	0.5533013	0.1379492	0.0000000	0.0000000
1	v7	1	4	2	2	1.3631208	0.6190126	0.6603051	0.0000000	0.0000000
1	v8	1	4	2	2	1.1238345	0.8388133	0.3879821	0.0000000	0.0000000
1	v9	1	4	2	2	0.8233217	0.6903672	0.4844950	0.0000000	0.0000000
1	v10	1	4	2	2	1.7465047	0.9556206	0.2664488	0.0000000	0.0000000
1	v11	1	4	2	2	2.5411915	1.5178104	0.3251701	0.0000000	0.0000000
1	v12	1	4	2	2	2.5409631	1.3964152	0.4459095	0.0000000	0.0000000
1	v13	1	4	2	2	1.7624739	1.5025725	0.1754393	0.0000000	0.0000000
1	v14	1	4	2	2	1.3018276	0.3996725	0.0000000	0.3448185	0.0000000
1	v15	1	4	2	2	0.3950538	0.4999441	0.0000000	0.1715270	0.0000000
1	v16	1	4	2	2	1.2889361	0.6559906	0.0000000	0.3531512	0.0000000
1	v17	1	4	2	2	1.8406519	0.7543170	0.0000000	0.2083700	0.0000000
1	v18	1	4	2	2	0.2800865	0.6095435	0.0000000	0.5532660	0.0000000
1	v19	1	4	2	2	1.3422716	0.6746114	0.0000000	1.0736124	0.0000000
1	v20	1	4	2	2	1.5353326	0.7755416	0.0000000	0.6084231	0.0000000
1	v21	1	4	2	2	-0.1355308	1.0419639	0.0000000	0.1311511	0.0000000
1	v22	1	4	2	2	1.7557641	0.9802038	0.0000000	0.9095442	0.0000000
1	v23	1	4	2	2	1.8749508	0.9899773	0.0000000	2.0607764	0.0000000
1	v24	1	4	2	2	1.9166114	1.1762603	0.0000000	0.3113934	0.0000000
1	v25	1	4	2	2	3.2690647	1.4110739	0.0000000	0.7624931	0.0000000
1	v26	1	4	2	2	0.6640056	0.3013887	0.0000000	0.0000000	0.2484954
1	v27	1	4	2	2	-0.0458390	0.4781786	0.0000000	0.0000000	0.3404851
1	v28	1	4	2	2	0.0924730	0.5324012	0.0000000	0.0000000	0.7047590
1	v29	1	4	2	2	-0.6260153	0.5925755	0.0000000	0.0000000	0.5865370
1	v30	1	4	2	2	0.8780315	0.7982526	0.0000000	0.0000000	1.0410638
1	v31	1	4	2	2	0.0481922	0.7146721	0.0000000	0.0000000	0.4247068
