1	v1	1	3	2	2	0.0641738	0.0956993	0.0000000	0.0000000
1	v2	1	3	2	2	-0.0053468	0.1323215	0.0000000	0.0000000
1	v3	1	3	2	2	2.9306541	0.4268156	0.0000000	0.0000000
1	v4	1	3	2	2	-0.6855757	0.4996993	0.0000000	0.0000000
1	v5	1	3	2	2	-0.3437963	0.4043954	0.0000000	0.0000000
1	v6	1	3	2	2	-0.0274073	0.3698376	0.0000000	0.0000000
1	v7	1	3	2	2	0.6422644	0.8929562	0.0000000	0.0000000
1	v8	1	3	2	2	1.4907275	0.9879408	0.0000000	0.0000000
1	v9	1	3	2	2	0.4668116	0.8014257	0.0000000	0.0000000
1	v10	1	3	2	2	1.5005772	1.0667722	0.0000000	0.0000000
1	v11	1	3	2	2	1.9129628	1.0313586	0.0000000	0.0000000
1	v12	1	3	2	2	1.4375823	1.2636901	0.0000000	0.0000000
1	v13	1	3	2	2	3.0777626	1.5875917	0.0000000	0.0000000
1	v14	1	3	2	2	0.5891407	0.0000000	0.3797321	0.0000000
1	v15	1	3	2	2	1.3785673	0.0000000	0.3505175	0.0000000
1	v16	1	3	2	2	0.8144292	0.0000000	0.7051114	0.0000000
1	v17	1	3	2	2	1.0010925	0.0000000	0.9301530	0.0000000
1	v18	1	3	2	2	1.1142113	0.0000000	0.7656432	0.0000000
1	v19	1	3	2	2	0.6330757	0.0000000	0.8815037	0.0000000
1	v20	1	3	2	2	2.0364377	0.0000000	1.0343402	0.0000000
1	v21	1	3	2	2	1.7488895	0.0000000	1.2139283	0.0000000
1	v22	1	3	2	2	1.8960300	0.0000000	1.1576548	0.0000000
1	v23	1	3	2	2	2.4594539	0.0000000	1.4332432	0.0000000
1	v24	1	3	2	2	1.8931014	0.0000000	1.4121319	0.0000000
1	v25	1	3	2	2	0.9517856	0.0000000	1.2553207	0.0000000
1	v26	1	3	2	2	0.4156770	0.0000000	0.0000000	0.4603902
1	v27	1	3	2	2	-0.5049071	0.0000000	0.0000000	0.5852011
1	v28	1	3	2	2	-0.4144385	0.0000000	0.0000000	0.5340477
1	v29	1	3	2	2	-0.0410384	0.0000000	0.0000000	0.6987063
1	v30	1	3	2	2	2.3265628	0.0000000	0.0000000	1.3417126
1	v31	1	3	2	2	0.3951370	0.0000000	0.0000000	1.0870561
