1	v1	1	4	2	2	0.0700273	0.0080717	0.6428978	0.0000000	0.0000000
1	v2	1	4	2	2	-0.0059555	0.0298580	0.7567340	0.0000000	0.0000000
1	v3	1	4	2	2	3.1648533	0.3336165	0.7976563	0.0000000	0.0000000
1	v4	1	4	2	2	-0.6910555	0.4890215	0.2283263	0.0000000	0.0000000
1	v5	1	4	2	2	-0.3715906	0.3463598	0.6675685	0.0000000	0.0000000
1	v6	1	4	2	2	-0.0275904	0.3274470	0.2673258	0.0000000	0.0000000
1	v7	1	4	2	2	0.6477983	0.9030577	0.1943000	0.0000000	0.0000000
1	v8	1	4	2	2	1.5123157	1.0318292	0.1262333	0.0000000	0.0000000
1	v9	1	4	2	2	0.4707986	0.8203927	0.1418618	0.0000000	0.0000000
1	v10	1	4	2	2	1.5222967	1.1079154	0.1449297	0.0000000	0.0000000
1	v11	1	4	2	2	1.9315956	1.0035927	0.3687538	0.0000000	0.0000000
1	v12	1	4	2	2	1.4577580	1.2612889	0.3628451	0.0000000	0.0000000
1	v13	1	4	2	2	3.1279312	1.6039351	0.3781826	0.0000000	0.0000000
1	v14	1	4	2	2	0.5933296	0.3399284	0.0000000	0.2504169	0.0000000
1	v15	1	4	2	2	1.3855815	0.3369706	0.0000000	0.1880178	0.0000000
1	v16	1	4	2	2	0.8221700	0.6686344	0.0000000	0.3269470	0.0000000
1	v17	1	4	2	2	1.0131328	0.9024118	0.0000000	0.3674129	0.0000000
1	v18	1	4	2	2	1.1178120	0.7208809	0.0000000	0.2991471	0.0000000
1	v19	1	4	2	2	0.6376875	0.8807149	0.0000000	0.2224287	0.0000000
1	v20	1	4	2	2	2.0415278	1.0123750	0.0000000	0.2621573	0.0000000
1	v21	1	4	2	2	1.7901751	1.1839543	0.0000000	0.5254525	0.0000000
1	v22	1	4	2	2	1.9077792	1.1517616	0.0000000	0.2619197	0.0000000
1	v23	1	4	2	2	2.4718410	1.3939016	0.0000000	0.4127812	0.0000000
1	v24	1	4	2	2	1.9255891	1.3606925	0.0000000	0.5626454	0.0000000
1	v25	1	4	2	2	0.9495555	1.2172110	0.0000000	0.2859906	0.0000000
1	v26	1	4	2	2	0.4212902	0.1663901	0.0000000	0.0000000	0.4992944
1	v27	1	4	2	2	-0.5068459	0.2825613	0.0000000	0.0000000	0.5311173
1	v28	1	4	2	2	-0.4135333	0.3089715	0.0000000	0.0000000	0.4240313
1	v29	1	4	2	2	-0.0411685	0.3448189	0.0000000	0.0000000	0.6093861
1	v30	1	4	2	2	2.2948077	0.6698196	0.0000000	0.0000000	1.1105230
1	v31	1	4	2	2	0.3945417	0.5542299	0.0000000	0.0000000	0.9335525
