1	v1	1	1	2	2	-0.0960578	0.2361234
1	v2	1	1	2	2	-0.8425426	0.3146303
1	v3	1	1	2	2	1.1692824	0.5454017
1	v4	1	1	2	2	-0.6362946	0.4897843
1	v5	1	1	2	2	1.0819222	0.5173985
1	v6	1	1	2	2	0.4250189	0.4685482
1	v7	1	1	2	2	1.3247764	0.7963223
1	v8	1	1	2	2	1.1177924	0.9031578
1	v9	1	1	2	2	0.8098115	0.7800655
1	v10	1	1	2	2	1.7150653	0.9264249
1	v11	1	1	2	2	2.4087009	1.3725438
1	v12	1	1	2	2	2.5108254	1.4250581
1	v13	1	1	2	2	1.6369977	1.2705726
1	v14	1	1	2	2	1.2880316	0.4727535
1	v15	1	1	2	2	0.3921247	0.4932699
1	v16	1	1	2	2	1.2830455	0.7265957
1	v17	1	1	2	2	1.8180760	0.7324833
1	v18	1	1	2	2	0.2742036	0.7409613
1	v19	1	1	2	2	1.1927167	0.8661393
1	v20	1	1	2	2	1.5153961	0.9389375
1	v21	1	1	2	2	-0.1298897	0.9155902
1	v22	1	1	2	2	1.6830754	1.1969316
1	v23	1	1	2	2	1.3025874	1.0751568
1	v24	1	1	2	2	1.8892714	1.1685764
1	v25	1	1	2	2	3.2341028	1.5690628
1	v26	1	1	2	2	0.6507129	0.2512180
1	v27	1	1	2	2	-0.0444600	0.4252154
1	v28	1	1	2	2	0.0827121	0.4568785
1	v29	1	1	2	2	-0.5807620	0.5340693
1	v30	1	1	2	2	0.7222444	0.6387439
1	v31	1	1	2	2	0.0457764	0.6595800
