-1.2789896	1.5060513
0.1972561	1.2430807
-2.0957229	1.7320203
-1.8959382	0.8265096
-0.9494572	1.0055608
-1.7390558	1.3545882
-1.4045838	1.5794137
-0.3879839	1.2055821
0.1982524	0.6454743
-0.6919768	1.7286494
-0.5128882	0.6954323
-1.4651420	0.6838251
-1.5196666	0.8759936
-0.8379731	1.5165845
-0.1450537	0.8001590
-0.6807424	1.2469582
-0.7645361	1.3202363
-0.8359705	0.9387940
-0.4851767	1.1834167
-0.6735372	0.8502310
1.2060759	0.6850943
-0.5150261	1.1591041
-0.6839133	1.3292069
-0.7501957	0.8563896
0.1504080	0.8655059
0.2061136	0.7510929
-0.3191645	0.9600721
-0.0036728	0.5567233
-1.7172960	1.5245387
0.4692670	0.5702248
1.6295997	0.6503384
-0.5937294	1.5350636
-0.1567299	1.2809240
0.5865685	0.6909474
0.4120222	1.3061680
0.1247272	0.9993829
0.8349756	0.9101353
-0.2645216	0.6020254
3.1456736	0.4529875
0.0796602	1.0310225
