      ThetaG      Theta2      Theta3      Theta4      Ex_Raw    Ex_Scale    Raw_CSEM  Scale_CSEM
     0.82168    -0.54918    -0.27846    -0.36565    23.27755    72.30376     2.18807     2.22332
     0.44715    -0.59610     1.29828    -0.15919    23.21207    72.23456     2.14647     2.17651
    -0.09470     0.27182     0.69359     0.93583    22.67730    71.70225     2.26002     2.25696
     1.64613     0.63945    -0.31414    -0.77044    25.67812    74.84684     1.91128     2.17242
    -1.22167     0.87121     1.16752     0.19599    18.62808    68.00008     2.47658     2.03322
    -0.09531     0.48165    -2.11215     0.42632    18.86470    68.18874     2.43852     2.03365
    -1.03574     0.37219    -0.94463    -0.60647    15.37386    65.60353     2.58910     1.81407
    -0.47242    -0.63210     0.25241    -0.30404    19.10675    68.39570     2.47287     2.09591
    -2.17014    -0.78976     0.07649     0.42237    10.81366    62.43474     2.54077     1.86634
     1.03193    -1.37070    -0.50876     0.89935    23.90135    72.94101     2.12791     2.20496
     0.00549     1.77103    -0.76919    -0.83391    21.12255    70.18877     2.33305     2.21558
    -0.57286    -0.61893     0.19879    -0.85429    18.20626    67.66272     2.48226     1.98091
    -0.26889     1.29332     1.21717    -0.22426    22.34474    71.36832     2.22104     2.19978
    -0.38926    -0.19937    -0.37968    -0.38483    18.99523    68.30728     2.50786     2.10947
     0.22216    -0.27429     1.14623    -0.14622    22.74108    71.76221     2.19805     2.20067
    -0.99258    -0.75566     1.39580     0.78388    18.60410    67.97953     2.46788     2.02374
     0.60387    -0.35887     0.46281     0.28038    23.75049    72.78560     2.13701     2.20378
     0.00435     0.97445     1.19483     0.25599    23.33118    72.35709     2.16658     2.20488
     0.84229    -0.34732    -0.83079     1.57225    24.08198    73.13121     2.14366     2.23913
     0.16944     0.07445     1.29842    -0.40041    22.72276    71.74301     2.18387     2.18578
    -0.03235    -0.49371    -0.10287    -0.63018    20.37901    69.50331     2.39941     2.19658
     0.90830     1.02140     0.87382     0.37829    25.60148    74.76158     1.92669     2.17888
     2.46690    -0.45125     1.05026     1.67207    27.91878    77.52636     1.49359     1.86661
    -0.87774     2.73011     0.15363    -0.63445    19.83459    69.00955     2.36992     2.10669
     0.57304    -0.02195    -2.51823     1.14360    20.96693    70.03785     2.29136     2.16299
     1.35149    -1.78096    -1.09797     1.15556    24.02827    73.07152     2.10666     2.19256
     0.29768     0.35788     1.85212     0.02889    23.84393    72.87911     2.09036     2.16158
     1.36868    -0.06867    -0.28362    -0.41199    24.97769    74.07601     2.00579     2.18438
    -0.24422    -0.07293    -0.82938    -0.90977    18.63979    68.01218     2.49433     2.05004
     0.10363    -1.98021     0.28592    -1.09113    19.56783    68.77408     2.36168     2.06708
     0.17244    -2.12693    -1.04106    -0.39912    18.65993    68.02956     2.50067     2.05803
    -1.33372     0.37127     1.53618    -1.27472    16.99700    66.73795     2.40535     1.77613
    -0.88973     0.17313     0.94297     0.07902    19.09058    68.38076     2.46358     2.08615
     1.20694    -1.08430    -0.46673    -1.81948    22.73266    71.75105     2.15051     2.15289
    -0.36683     1.18192     0.15248    -1.04070    20.43099    69.54367     2.33972     2.15184
    -1.36187    -1.02096    -1.12358    -1.29779    11.56688    62.97625     2.54192     1.82714
     0.52738    -0.73315     0.41915    -0.93968    22.30238    71.32564     2.21140     2.18853
    -1.15390    -0.19999    -0.31168    -1.80049    14.60605    65.07501     2.54803     1.76233
    -0.92082     0.25009     1.23929     0.84397    19.87731    69.05701     2.43998     2.17062
     1.05190    -0.91762     0.22967    -0.42561    23.94569    72.98465     2.09077     2.16974
     1.80978    -0.21069     0.53541     0.77424    26.75872    76.10286     1.73879     2.11702
     0.11179    -0.70528     1.19945    -0.83082    21.52594    70.56728     2.24405     2.16985
    -1.44649     0.22612     1.79887     0.15299    17.46591    67.09196     2.47111     1.88124
    -1.08488     1.02997    -0.04988    -2.54810    16.33242    66.26327     2.43958     1.74547
     0.58543    -3.16551     0.15281    -0.52645    20.59347    69.68707     2.28561     2.12434
     1.25552     1.60863     1.06157    -1.29935    25.44419    74.57509     1.86277     2.08564
    -0.61960    -0.88035     0.79626     0.26421    19.20720    68.47839     2.45781     2.09756
     0.95016     0.18002    -0.36722    -1.00492    23.55121    72.58054     2.13950     2.19193
     0.30463    -1.27641    -0.99729     0.40592    20.64283    69.74940     2.42689     2.24822
     1.24324     0.83520    -0.92216     0.52241    25.20884    74.33294     2.02232     2.23276
    -1.01000     0.13575     0.68423    -1.12070    17.42132    67.05692     2.46336     1.86776
     0.84517    -0.61474    -0.15706    -1.42684    22.56570    71.58587     2.18300     2.17583
    -0.27035     0.42912    -1.22078    -0.51046    18.62926    68.00349     2.49327     2.04802
    -0.65302    -0.80322    -0.63793    -1.59496    15.94481    65.99823     2.54176     1.80448
    -0.52741    -1.60532     0.35856    -1.29223    17.29020    66.95837     2.45245     1.84539
    -0.00538     0.39533    -0.36748     0.20742    21.54019    70.59254     2.37321     2.28447
    -0.71001     0.99176     1.05276    -0.64527    20.12355    69.26487     2.34859     2.12475
    -0.93167     1.92672    -0.90783     0.57993    18.22501    67.68292     2.52097     2.01610
     0.86398    -0.42166     0.96133    -0.24910    24.25362    73.30395     2.05180     2.15502
     0.28769     0.71524    -1.92519    -0.59754    19.98203    69.14125     2.37540     2.13092
    -0.29438    -0.06738     0.59802    -0.37113    20.62725    69.72782     2.36689     2.19624
    -0.58312    -0.60054     0.36469    -0.28143    18.79919    68.14112     2.48334     2.06239
    -1.11475     0.49867    -1.30221    -0.32326    14.75601    65.17845     2.58249     1.79121
    -0.50227     0.62616    -1.78317     0.21051    17.51264    67.13105     2.51022     1.91739
    -1.60170     0.93580    -0.16106     1.84840    16.20225    66.18625     2.64136     1.90100
    -0.91268     0.03556     1.71459    -0.32355    19.13931    68.41194     2.39575     2.03768
    -0.22409     0.28696    -0.46671     0.28124    20.51512    69.63449     2.45061     2.25428
    -0.67753     0.39703     0.38060     0.31716    19.83271    69.02118     2.46606     2.18602
     0.37373     1.16745     1.86989    -0.55100    24.11773    73.15965     2.02982     2.11851
    -0.05008     0.26685     1.19916    -0.24747    22.25811    71.28327     2.23393     2.20723
    -1.54611    -0.13412    -0.19984    -0.00134    13.90211    64.59479     2.63948     1.82855
    -0.19855     0.13121    -1.43215     2.09841    20.15472    69.30344     2.42753     2.19358
     0.20956    -0.04363    -0.42772     1.63633    22.82373    71.85047     2.27974     2.28544
    -1.18250     2.42112    -0.36025     0.81429    18.55975    67.95182     2.52723     2.06603
     3.05092     0.00299    -0.94827     0.58899    28.01905    77.64207     1.52142     1.87710
     0.64296    -0.13913     0.67260     2.00937    25.05252    74.15653     1.99597     2.18183
    -1.07980    -2.31202     1.44710    -1.27208    15.18322    65.46649     2.36597     1.63933
    -0.40874    -0.34901     0.80850     0.59867    20.85352    69.94061     2.38330     2.23263
    -0.63264    -0.99631    -1.82049    -1.61665    14.01395    64.67158     2.52457     1.74279
    -0.70188     0.38820    -0.27645     0.87584    19.25411    68.53003     2.53923     2.17025
    -0.64752    -1.15869     2.10820    -0.86016    18.80127    68.12191     2.33718     1.94395
    -0.97987    -1.11507     1.06962     0.43384    17.73992    67.30255     2.49659     1.93450
    -1.03308     0.28681    -0.66692     1.28486    17.18823    66.90011     2.61849     1.97098
    -0.30012    -0.32907    -2.31800     1.06813    17.51874    67.13306     2.49047     1.90064
    -0.00186     0.11201    -0.68720    -0.42568    20.40025    69.52661     2.43088     2.22558
     1.07873    -0.80881     0.33058    -1.41005    23.37918    72.40146     2.09106     2.12937
    -1.45275    -0.79339     2.86267     1.35783    17.93440    67.44093     2.40324     1.88316
    -0.05057     1.32423     0.09499    -0.50253    22.00442    71.03625     2.27598     2.23018
     1.00619    -0.22958     0.78155     0.02597    24.84452    73.93029     2.00094     2.16235
     1.57582    -0.14783    -1.41886     1.58207    25.41694    74.55889     1.97203     2.20390
     2.31839     0.63722     0.32748    -1.61514    26.52219    75.81510     1.74074     2.09736
    -0.29894    -0.19204     0.59262     1.01105    21.53660    70.58742     2.35431     2.26699
    -0.94015     0.32664    -1.61570     0.32920    15.50345    65.69271     2.58064     1.81244
    -0.39110     1.72273     0.68538    -0.03092    22.01357    71.04509     2.27360     2.22837
     0.42266    -0.17224    -0.47681    -0.87266    21.68267    70.72489     2.31149     2.24067
     0.26211    -1.07567     0.72199     0.84383    22.68633    71.70895     2.22466     2.22259
     1.59720     2.22878    -0.65895    -0.17302    26.36992    75.64589     1.84409     2.18762
     0.44396     1.14534    -0.62089    -0.64952    22.62151    71.64572     2.24952     2.24429
     0.85518     1.40015    -0.30018     0.69874    25.20101    74.32354     2.01709     2.22577
     1.38016    -1.63223    -1.16340     0.60674    23.88169    72.92097     2.13233     2.20835
    -0.14614    -0.04173    -1.53743    -0.44974    18.34048    67.77131     2.49635     2.01123
     0.08330    -0.78435     0.34971    -0.52708    21.06844    70.13753     2.33237     2.20957
    -0.22477     0.78720     0.00795    -0.62324    20.81730    69.90450     2.36338     2.21204
    -1.07017    -0.37165     0.70315    -0.41676    17.10348    66.82728     2.51971     1.88104
    -0.55459    -0.55149    -0.27852    -1.15947    17.49903    67.12144     2.51655     1.92094
     0.52070     0.41406    -1.24450     1.87648    23.17552    72.20269     2.22897     2.25871
     1.32499     0.47349     0.11767     0.26100    25.80907    74.99662     1.90762     2.18602
     0.10174     0.77801    -0.40512     0.58472    22.43100    71.46012     2.31172     2.29156
     0.58612    -1.63150     1.44720    -0.22046    22.78727    71.80577     2.15103     2.15649
    -0.78700    -1.10576     1.31908     0.81236    19.09205    68.37886     2.44157     2.06892
     0.29458     0.97325    -0.16444    -1.02296    22.24743    71.27286     2.23551     2.20773
    -1.64412     0.86653    -0.58914     0.16678    13.90559    64.59729     2.62223     1.81571
    -0.19233     2.10667    -0.89600     0.08637    21.10381    70.17471     2.36980     2.24575
    -0.27522    -0.17075    -0.87705     0.01103    19.05922    68.36283     2.52140     2.12984
     0.20120    -1.65514    -1.02009     1.74679    20.67168    69.77405     2.40824     2.23496
    -1.21984    -0.76095    -0.11604    -0.86974    14.49181    64.99781     2.59358     1.79567
    -0.63761    -0.24537     1.59913    -0.97789    19.40278    68.62804     2.33898     2.02651
    -0.93113     0.66582    -0.10181    -1.60920    16.97604    66.72969     2.48585     1.83845
    -0.12840     0.61059     0.75993    -1.10226    21.33238    70.38167     2.25168     2.16114
    -2.22459    -0.78405    -0.69993     0.46980     9.33446    61.33577     2.46491     1.91348
    -0.04961    -0.26432    -0.00564    -1.60226    19.89271    69.05762     2.34471     2.09334
    -1.12216     1.32099    -1.48463    -0.94887    14.83660    65.23208     2.50026     1.73070
    -0.73814    -0.32685    -0.56697    -1.70756    16.08203    66.09359     2.52882     1.80224
     1.65907    -2.05858     0.70138    -0.47848    24.73957    73.81104     1.95118     2.09242
    -1.01200     0.17540     0.58170    -1.81160    16.97474    66.72381     2.43404     1.79584
     0.77913    -0.61435    -0.65042    -0.40967    22.71754    71.74205     2.25265     2.25273
     1.20197     0.71926     0.67720    -0.11075    25.68095    74.84933     1.90590     2.16684
    -0.45867    -0.15796     0.84125     0.84994    21.04710    70.12226     2.37846     2.24667
    -0.05458    -0.68489    -1.32669    -0.64744    18.34369    67.77573     2.50957     2.02284
    -0.03374     1.77134     0.12250    -1.00330    21.97274    71.00179     2.22846     2.18407
    -0.24761    -0.69058     0.13613    -0.03294    20.07923    69.23664     2.43647     2.19235
     0.90238    -0.20104     0.80529    -1.54357    23.42978    72.45128     2.05894     2.09882
     0.91934     1.22323    -0.30052    -0.81350    24.23834    73.29015     2.07716     2.18191
     1.00792    -1.03599    -0.84730     0.13518    23.29813    72.32593     2.20724     2.24413
     0.46573    -1.76943    -1.53407     0.14033    19.87162    69.05174     2.43853     2.16892
     0.23432     1.72166     0.07606     2.04228    24.77501    73.86272     2.07262     2.23414
    -0.91935     0.89283    -0.40564     0.84558    18.46127    67.87844     2.57166     2.08913
    -0.50062    -1.18148     0.43009    -0.46025    18.50720    67.90128     2.47001     2.01171
     1.23764     0.98296    -1.49209     0.06837    24.31492    73.37435     2.11173     2.22838
    -0.07013    -0.22505    -1.57289     0.12123    18.90744    68.23152     2.48935     2.08243
     1.60985    -0.58458    -1.17820    -1.39945    23.84481    72.88196     2.11625     2.18981
    -0.79245     1.11768    -1.07895     0.40881    17.79822    67.35319     2.54672     1.98247
     2.29489     0.18995    -1.33186    -0.31198    26.37260    75.64893     1.84291     2.18665
     0.46960     0.03903    -0.90334     1.59016    23.11251    72.14020     2.25130     2.27687
     0.36245    -1.07966     2.07210     0.97183    23.62667    72.65519     2.09993     2.15435
    -0.11463     0.28156    -0.03002    -1.15977    20.38505    69.50323     2.35407     2.15913
    -0.52477     0.06579     0.19563    -0.91159    19.02238    68.32034     2.44194     2.05838
     0.03047     0.14739    -0.59216     1.08953    21.79559    70.83987     2.37238     2.30333
    -0.75978    -0.91888    -0.20628    -0.19134    16.96913    66.73525     2.58915     1.92423
     0.01501    -0.62808     0.88457     1.35758    22.68501    71.70857     2.23931     2.23680
    -1.04339    -0.74512     1.12051     0.62574    18.03872    67.53394     2.50081     1.97538
     0.74795    -0.36997     0.06725     0.18386    23.83613    72.87440     2.13814     2.21189
    -1.72116     0.44853     0.75991     0.73119    15.73608    65.85552     2.59875     1.83813
     0.55436     1.54743     0.37853     0.10721    24.61780    73.69125     2.05236     2.19396
     1.86366     1.28567    -1.70743    -0.11499    25.62654    74.79355     1.95121     2.20969
     0.62531     1.65400    -0.89957    -0.23156    23.43251    72.46284     2.19779     2.24542
     1.85207     0.58308     0.56777     0.00124    26.84078    76.20214     1.73614     2.11992
    -0.07870     1.10561    -1.01311     2.03131    21.98292    71.01984     2.33718     2.28517
    -1.04372    -0.69345     0.87891     0.75306    17.96086    67.47614     2.52361     1.98395
    -0.08371    -1.62612    -1.40248    -1.95132    16.30477    66.24873     2.49030     1.78779
    -1.87026     0.66325     0.82965    -1.04694    14.21360    64.80743     2.51117     1.73244
    -0.83755    -1.26332    -0.18413     0.58209    16.85733    66.65507     2.60700     1.92791
     1.80404     0.11401    -1.21718    -0.31124    25.41523    74.55808     1.97944     2.21228
    -1.01339    -0.67511    -0.00691     1.07463    17.24217    66.93919     2.60900     1.96872
    -1.14464    -1.43483    -0.09218     0.96732    15.54213    65.72169     2.62568     1.84969
    -0.62661    -0.81751    -1.13542    -2.13217    14.95808    65.31522     2.51539     1.74433
    -0.79949    -0.36145    -0.09381     1.31611    18.66112    68.03951     2.56465     2.11018
    -0.70616    -0.24974     0.26096    -0.34097    18.43665    67.84961     2.50718     2.03238
    -0.60613     0.14718    -0.65973    -0.59243    17.72457    67.29707     2.55031     1.97634
     0.16799    -2.71744    -1.30442     2.83001    19.59640    68.80330     2.39107     2.09387
     0.22139    -0.01301    -0.88464     0.46562    21.55470    70.60707     2.38001     2.29209
    -0.09447    -0.57395     0.61547    -1.60963    20.01123    69.15727     2.29947     2.07102
    -0.26105    -0.15614    -1.16545     0.16468    18.79115    68.14034     2.52371     2.09504
     0.78853     0.14659     0.54158    -1.79515    23.04901    72.06548     2.07507     2.09361
     0.01495     0.93523     0.59459     0.99423    23.48658    72.51768     2.19169     2.24162
    -0.12555    -0.46403    -0.75424     0.37069    19.92287    69.10394     2.48736     2.21547
     0.64552    -0.09757     0.42834     2.12598    25.00505    74.10587     2.00814     2.18945
    -0.72007     0.05705    -0.51958     0.72865    18.35121    67.79122     2.57957     2.08097
     0.76049    -0.30669     0.11391    -0.65300    23.33438    72.35971     2.15658     2.19475
     0.88712     0.95204     0.06732    -0.02421    24.85969    73.95019     2.03039     2.19763
     0.48420     1.35604    -0.37318     1.38919    24.51701    73.58900     2.11012     2.24686
     0.33162     0.54553    -0.40560     1.15755    23.40861    72.44025     2.22698     2.27280
     1.07367     0.86994    -0.53353     0.24007    25.00991    74.11505     2.03689     2.22351
    -1.18502    -0.18435     0.37124    -1.23744    15.83017    65.91694     2.52297     1.78291
     1.47251    -0.78946     0.02567     0.54662    25.52095    74.66960     1.92389     2.16398
    -1.11570     0.91307    -0.28441     0.31042    17.31357    66.99145     2.59886     1.96824
    -0.04675    -0.13040     0.95124    -0.07906    21.93990    70.97282     2.27483     2.22527
    -1.16838    -0.97057     1.13626    -1.63347    15.74191    65.85113     2.41950     1.69888
     1.68386    -0.27253    -0.33720    -1.12244    25.04337    74.14369     1.96904     2.15144
     0.14488     0.04266     2.14981     0.65846    23.74437    72.77746     2.11100     2.17571
    -0.40340    -0.33779     0.87386    -1.40638    19.42865    68.65007     2.33711     2.02759
    -1.82703    -0.06767    -1.65207    -0.62633    10.04676    61.87465     2.46356     1.85650
     0.49475     1.58000    -0.17550     0.21456    24.13727    73.18811     2.12729     2.22735
    -0.84367    -0.63388    -0.09043    -1.68182    16.05766    66.07554     2.51541     1.78982
    -0.65985     0.26396     0.20836    -1.86931    18.07253    67.54700     2.40552     1.89770
    -0.00437    -1.02155    -2.91743    -0.18438    16.57393    66.43936     2.48544     1.80294
     1.19979    -2.18163    -0.80222     1.06648    23.57472    72.60382     2.13581     2.18688
     0.19417     0.60918    -0.41170     0.48301    22.55708    71.58471     2.29831     2.28695
    -1.29688    -0.04159     0.70466    -0.11356    16.60167    66.46515     2.55311     1.86119
     0.47953     0.18620     0.64407    -0.68704    23.15763    72.17970     2.15237     2.17933
     1.19240    -0.48822     0.48740    -1.29382    24.03341    73.07201     2.03537     2.11722
    -0.88982     0.89704    -1.00461    -0.26178    16.74251    66.56779     2.56384     1.88243
     1.04246    -0.96195     1.33164    -0.75523    24.06702    73.10671     2.03146     2.11566
    -0.75726     1.07756     0.94145    -0.36009    20.13466    69.27840     2.37526     2.14813
    -0.35678     0.51302     0.38922     1.60500    22.12838    71.16233     2.33120     2.28872
     0.00113    -1.54176    -0.62885     1.01178    20.11373    69.27082     2.45958     2.21521
     0.64515    -1.38067     1.05643     0.05467    23.21533    72.23738     2.13991     2.16933
    -0.34008     0.67190    -0.50094     0.72419    20.62622    69.73727     2.45349     2.26865
    -0.59585     0.29363    -1.19774    -0.84996    16.83575    66.63303     2.53646     1.86874
     0.18566     1.97341    -0.18125    -0.38571    22.96301    71.98617     2.20835     2.22409
    -2.04966     0.75935     1.17236    -0.74664    14.07908    64.71607     2.49223     1.71868
    -0.96671    -0.31638     0.67798    -1.49673    16.92732    66.69119     2.44974     1.80528
     0.12937    -0.92693    -2.05647     0.30672    18.61834    67.99135     2.47096     2.02683
    -0.29650    -0.11544    -1.05939    -0.42235    18.37755    67.80506     2.52633     2.04112
     0.72543    -0.38672    -1.13484    -1.32088    21.38115    70.43441     2.32024     2.22624
    -2.92745    -0.29548     0.01357     0.43021     7.85981    60.16945     2.32622     1.98636
    -0.56413    -0.24937     0.56820    -1.33882    18.67091    68.02386     2.39977     1.97503
     2.21692     0.65458     0.17250    -0.38575    27.12168    76.54273     1.69010     2.08764
    -0.34245    -0.83033     0.30487    -0.25065    19.56098    68.78005     2.44473     2.13391
     0.17700    -0.90029     0.28267    -2.26869    19.99428    69.13626     2.25478     2.03136
     1.24305     0.07202     1.42891     0.24491    25.86639    75.05686     1.86516     2.14741
     0.44902    -0.16572    -1.53597     0.20287    21.13376    70.20357     2.37302     2.25070
    -0.29767    -0.63097     0.52200     0.21149    20.49567    69.61056     2.40172     2.21132
     0.52278     1.20933    -0.64146     0.21975    23.53653    72.56992     2.20338     2.25852
    -1.03731     0.32661    -0.43182     0.99621    17.40140    67.05961     2.61859     1.99446
    -0.43489     1.46537    -0.29286     1.34228    21.58158    70.63400     2.38914     2.30152
     1.27604     0.71455    -0.70113    -0.31643    24.92654    74.02381     2.03680     2.21314
     1.11542     1.68004    -0.13323    -0.03746    25.59922    74.76133     1.94362     2.19736
    -0.98341     0.85249     0.12320    -0.75547    17.76054    67.31924     2.50924     1.94556
     1.51511    -0.08372     0.31664    -1.72848    24.59355    73.65581     1.95692     2.08408
     0.67649     0.40191    -0.02225     0.19599    24.08797    73.13612     2.12515     2.22016
     0.18793    -0.56782     0.27181    -0.97839    21.19997    70.25922     2.29888     2.19205
    -1.35977     0.70235     0.64763     1.05185    17.89500    67.43046     2.56793     2.01151
     0.16031    -0.35266    -0.06859     0.07192    21.79854    70.83932     2.33183     2.26691
    -0.27481    -0.36814     0.46072    -0.47197    20.23692    69.37270     2.38987     2.17264
     0.06477     0.87202    -2.28637    -1.09575    18.38318    67.79010     2.38575     1.92515
     1.09356     0.74212     0.12589    -0.74550    24.75849    73.83827     2.00953     2.16217
     1.75554    -0.68264     1.13400    -0.70884    25.74893    74.91927     1.85001     2.11442
     0.04505     0.23911    -0.45823     0.69638    21.84450    70.88671     2.36318     2.29868
     1.44448    -0.68720    -0.10537     0.21818    25.28290    74.40723     1.96064     2.17277
     0.80719     0.30004     1.72929    -1.26251    24.04102    73.07721     1.99751     2.07644
     1.02961     0.12089     0.32828     0.54878    25.24016    74.36217     1.97929     2.18832
     2.29707     0.50063     1.17173    -0.72985    27.18619    76.61977     1.65400     2.05460
    -0.26805     0.41859     0.40509     0.12073    21.35618    70.41395     2.35416     2.25261
     1.49551    -0.34054    -1.14944    -0.33902    24.47605    73.54319     2.08853     2.21875
    -1.49444    -0.12213     0.57140     1.47733    16.55887    66.43843     2.60364     1.89840
     1.55825    -0.31950     2.19616    -1.44465    25.22523    74.33132     1.86375     2.05669
     1.07211     0.07743    -0.60085    -0.88272    23.72424    72.75879     2.13960     2.20510
     0.64258     0.61049     0.94035    -0.83832    23.89281    72.92794     2.06420     2.13716
    -0.55296     1.09002    -0.06452     0.08018    20.21566    69.36092     2.44634     2.21646
     1.22746    -0.29254     0.53196     1.82945    26.08981    75.31459     1.84428     2.15432
     2.38716    -1.47025    -0.69223    -0.44684    26.07119    75.29046     1.82868     2.13515
     1.53596     1.08026    -0.60959     0.09268    26.01185    75.23093     1.90057     2.20497
    -0.03054     2.18153    -0.58823    -1.61454    20.91760    69.98809     2.26447     2.13740
     0.82727    -0.73505    -0.48511    -0.71464    22.71645    71.73959     2.23130     2.23165
     0.30072    -0.64350     1.00314    -1.44997    21.60007    70.63539     2.19633     2.13216
     0.36596     0.58436     0.26100     0.32379    23.61539    72.64865     2.17069     2.22945
     0.46896     0.45046    -0.93214    -0.76806    21.77647    70.81666     2.32016     2.25598
    -1.43861     0.45557    -2.25417    -0.41961    11.93202    63.23661     2.49592     1.77676
     1.06710     0.28211     0.53902    -0.13308    25.08645    74.19243     1.98080     2.17020
     1.36406     1.38345     0.36232    -0.84636    25.68063    74.84622     1.88601     2.14491
    -1.05255     1.58304     0.77632    -1.50438    18.49897    67.87888     2.36158     1.91797
    -1.44485     0.83649    -0.60975    -0.53952    14.38768    64.92673     2.59645     1.79696
     1.27665    -0.97809     1.34880     1.24137    25.77814    74.95331     1.85400     2.12223
    -1.33283     0.06217     0.13498     0.91903    16.50608    66.40261     2.63158     1.91642
     1.38686    -0.24772     0.98289     0.50977    25.99344    75.20257     1.85107     2.14915
    -0.93769     1.16318     0.10930    -0.49403    18.41345    67.82944     2.49681     2.02010
     1.64871    -1.68525    -0.35202    -0.22112    24.72250    73.79797     2.00178     2.14754
     0.96416     0.58101    -1.40895    -0.22728    23.22954    72.25682     2.21557     2.24977
     0.03689    -0.16719    -0.02665    -0.19849    21.33662    70.39541     2.35657     2.25324
     1.32569    -0.32564    -0.46477    -0.09508    24.81803    73.90536     2.03565     2.19808
     1.90823    -0.89272    -0.81777     1.06079    26.09301    75.31961     1.85338     2.16442
     1.97388    -2.13122     1.59079     1.11606    26.25365    75.49146     1.72310     2.04614
    -0.12742    -1.04814    -0.66415    -1.06861    18.40730    67.82451     2.49528     2.01903
    -1.18194    -1.18014    -0.07224     0.53411    15.31810    65.56656     2.63243     1.84546
    -1.53839     0.43371     0.12153     0.58889    15.55896    65.73397     2.64118     1.86242
     1.12421     0.82288     1.25727    -0.05314    25.79921    74.98139     1.87976     2.15436
     0.16257    -0.98794     0.10559    -0.09944    21.30838    70.36717     2.34387     2.23977
     0.60610    -1.81337     0.16469    -0.37886    21.95481    70.98597     2.25471     2.20727
     0.91511    -0.53582    -0.80003    -0.95330    22.61831    71.64204     2.24221     2.23674
     0.34169    -0.52056    -1.79660     0.27359    20.13559    69.28432     2.41397     2.18062
     0.38520    -1.14615    -1.09285     1.44657    21.55949    70.60997     2.35984     2.27384
     0.79304    -1.44515    -1.03316    -0.34117    21.73567    70.77799     2.33079     2.26169
     0.47905    -0.61267    -3.12505    -1.91340    17.31638    66.96887     2.36821     1.77867
    -0.12414    -0.52021     0.24438     1.00438    21.58558    70.63492     2.35641     2.27251
    -1.93820     1.12582    -1.35018     1.08665    12.30565    63.49650     2.54320     1.79539
    -0.42371     0.27028     0.37965     0.21913    20.68612    69.78726     2.40710     2.23570
    -1.22606     1.79983    -0.45957    -0.45003    16.71934    66.54927     2.54489     1.86465
     0.57505     0.29992    -0.22311    -1.70683    22.10878    71.13335     2.19527     2.16147
     0.38779     1.09440    -0.57744     0.18398    23.09771    72.12473     2.24355     2.26862
    -1.29701     0.74142     0.39851     1.13306    17.96303    67.48497     2.58109     2.03092
     0.36726    -1.19690     0.80524    -1.28392    21.37609    70.42150     2.22970     2.14623
     0.29404     0.37930    -0.48569     0.60067    22.73008    71.75688     2.28585     2.28605
     0.49874     0.80458    -1.80405     0.14218    21.52995    70.57715     2.31337     2.23109
     0.28618    -0.03923     1.07947    -0.63407    22.69887    71.71875     2.17844     2.17909
    -0.28349    -0.55506    -1.17234     0.41729    18.51204    67.91527     2.54174     2.07169
    -0.77202     0.00370     0.51028    -0.36949    18.66011    68.02680     2.48125     2.04138
    -0.07092    -0.18630    -1.31549     1.26421    20.12161    69.27679     2.45206     2.21044
     0.19221     1.00052     0.75797     1.08816    24.21460    73.26803     2.11203     2.21751
    -0.25273     0.95410    -0.44705     0.57259    21.16825    70.24035     2.41077     2.28571
     1.46855     0.57216    -0.50539     1.06842    26.20212    75.45054     1.87162     2.19741
    -0.75318    -0.04288    -0.27859    -0.61883    17.45448    67.09253     2.55685     1.94932
    -0.67802    -1.23491    -0.08383    -0.82855    16.74722    66.56954     2.54643     1.86833
     0.84760     0.59502     1.38955     0.12449    25.25333    74.37332     1.95072     2.15837
     0.79614    -0.68786    -0.87019    -1.47879    21.62909    70.67081     2.28691     2.21502
     0.40311    -0.11191     0.09006     0.11946    22.97075    71.99515     2.22728     2.24326
     0.10605    -0.06759    -0.16023    -0.76157    21.08259    70.15260     2.34800     2.22404
    -0.97676    -0.05892    -0.78826     0.06803    15.99083    66.03579     2.62658     1.87514
     0.65293     0.26176     0.53378    -0.11747    24.06327    73.10803     2.09781     2.18813
    -1.13898    -0.27452    -1.10700     0.35653    14.63271    65.09483     2.63365     1.82791
    -1.76711    -1.33036    -1.72874    -2.24856     8.27146    60.50948     2.33236     1.92338
     1.49786    -0.47311    -0.00103     1.80462    26.26390    75.51698     1.81998     2.15031
    -0.31043     1.82064    -0.45577    -0.95629    20.35117    69.47329     2.36303     2.16323
     0.10224    -1.41368     0.13328    -1.66978    19.53124    68.73928     2.34056     2.04430
    -0.28693     0.31762     1.29149    -0.89484    21.05839    70.12141     2.26711     2.15268
    -0.35544    -1.07141     1.28767    -0.47072    19.86599    69.03555     2.35858     2.10320
     0.58202     0.29025     1.94439     0.73574    25.02247    74.12186     1.97890     2.15965
    -0.25395     0.19748     0.73194     0.48221    21.77168    70.81240     2.32256     2.25662
    -0.98849    -1.73248    -0.28095     1.32775    15.99049    66.03473     2.61427     1.86512
    -0.23310    -0.01999     0.05751    -0.38737    20.37265    69.49886     2.40993     2.20448
    -0.30098     0.65638     1.41996     0.58367    22.50089    71.52515     2.24606     2.23296
     1.03469     1.01865    -0.09644    -1.23716    24.24111    73.28993     2.04096     2.14198
    -1.51017     0.29206    -0.40510     0.24526    14.36976    64.91488     2.64747     1.83524
