"","kValue","RelMLEPoly"
"1",1,0.878932727663176
"2",2,0.894041947028116
"3",3,0.872849752350852
"4",4,0.875953381465552
"5",5,0.878017635207656
"6",6,0.877225480069219
"7",7,0.871244411170069
"8",8,0.869576825789527
"9",9,0.87536140656527
"10",10,0.876990196537269
"11",11,0.853909188479494
"12",12,0.317000464548151
"13",13,0.686657943269576
"14",14,0.752837591274267
