      Theta1      Theta2      Theta3      Ex_Raw    Ex_Scale    Raw_CSEM  Scale_CSEM
    -0.50958    -0.70416    -0.61932    18.62783    67.97711     2.54360     2.14494
    -0.83996    -0.66680    -0.76501    17.95870    67.42801     2.56284     2.09479
    -0.84977    -0.95306    -0.75830    17.23106    66.85056     2.60017     2.06549
     1.63256     1.84248     0.27636    25.27798    74.39223     1.88139     2.08438
    -0.61874    -0.85193    -1.03528    17.65330    67.18257     2.56669     2.07087
    -0.74755    -1.09740     0.99444    18.60193    67.95829     2.56869     2.16445
     0.51594     0.19752     0.35758    22.81978    71.84442     2.25053     2.25842
     0.04415    -0.07366    -0.53765    20.92839    70.00669     2.37341     2.23930
     1.74498     1.91684     0.46369    25.55114    74.69494     1.85543     2.09326
    -0.55353    -0.34464    -0.50077    19.47526    68.69640     2.48784     2.18930
     1.50289     1.44105     1.08020    25.59835    74.75416     1.89778     2.14683
     1.79116     1.88805     0.87444    25.89636    75.08682     1.83150     2.11531
    -0.27827     0.20448    -1.34727    20.09855    69.23426     2.33641     2.12638
    -0.97361    -0.80776    -0.75717    17.35766    66.94959     2.59036     2.06687
     0.05354     0.09591    -0.13378    21.62059    70.66558     2.33610     2.26166
    -0.20615    -0.37315     0.45373    20.87912    69.96708     2.44068     2.29386
     0.67936     0.36876    -0.30268    22.64785    71.66965     2.21384     2.21160
     0.54753     0.57749    -1.07707    22.00690    71.03171     2.18022     2.14272
     0.70950     0.57714    -1.02662    22.23509    71.25594     2.16378     2.13972
    -0.59017    -0.98801    -1.00852    17.38106    66.96728     2.57987     2.05993
    -0.65430    -0.47684    -0.59400    18.91691    68.21830     2.51983     2.15522
     1.10729     0.89109    -0.01841    23.93746    72.97483     2.06941     2.14697
     1.57535     1.78301     0.51424    25.41036    74.54001     1.88230     2.10361
    -0.61082    -0.18519    -1.24395    18.95545    68.24296     2.44955     2.09792
    -0.26352     0.38468    -0.50029    21.21727    70.27583     2.31895     2.21583
     0.22989     0.28401    -0.97140    21.33448    70.38448     2.27550     2.18577
    -1.30975    -1.54645    -0.19880    15.23026    65.32734     2.63803     1.98134
    -1.62214    -1.71356    -1.54776    12.79903    63.56155     2.59913     1.88359
    -0.74833    -1.22632    -1.27536    16.18585    66.04308     2.60131     1.99915
    -0.59298    -0.88090     1.72928    19.93483    69.10535     2.49828     2.24914
     0.69628     0.71304     1.05974    24.24400    73.29795     2.09734     2.20498
    -1.21431    -1.05437    -1.50913    15.48916    65.51838     2.60322     1.96573
    -0.06822    -0.31251    -0.46608    20.37478    69.49736     2.43242     2.23812
    -0.38833    -0.21766    -0.90453    19.62035    68.81881     2.44407     2.16736
    -0.29172    -0.00523    -1.01912    20.05812    69.20383     2.39016     2.16850
    -1.36033    -1.60291    -0.03830    15.12002    65.24540     2.63340     1.97301
    -1.31919    -1.18729    -3.10738    13.75568    64.24490     2.50438     1.82605
     0.02061    -0.01805    -1.07958    20.45683    69.56464     2.35649     2.18024
    -0.32039    -0.39579    -0.21753    20.04283    69.19963     2.47318     2.23884
     1.77980     1.49728    -0.20609    24.75027    73.82042     1.92199     2.06284
     0.64866     0.83944     0.00770    23.45864    72.48487     2.12630     2.17215
     0.23362    -0.03978     0.96653    22.56587    71.59349     2.30352     2.29422
     0.99431     0.93360     0.52322    24.34960    73.40586     2.05489     2.16877
    -1.44478    -1.31145     0.28962    16.03391    65.92936     2.62899     2.01329
    -1.99867    -1.88562    -1.31139    11.79593    62.84191     2.56488     1.87520
    -1.84224    -1.36823    -1.19377    13.62079    64.15110     2.61153     1.90398
     0.00498    -0.39157     1.06948    21.63964    70.68886     2.39378     2.31543
    -1.57971    -1.60948     0.05190    14.71983    64.95013     2.62706     1.95160
    -0.31856    -0.45477     0.03527    20.15429    69.30130     2.47945     2.25609
     0.17518     0.12016     0.81849    22.64628    71.67262     2.28508     2.28128
     1.28997     1.29559     1.16187    25.39021    74.52402     1.93331     2.15774
     0.61722     0.26357     0.05802    22.76834    71.79176     2.23535     2.24016
     0.16072     0.38484    -0.90842    21.44575    70.49080     2.26552     2.18512
    -0.74852    -0.84252    -0.90667    17.56242    67.11106     2.57848     2.07333
     1.08062     0.99975     0.51235    24.47967    73.54217     2.03568     2.16084
    -1.28045    -1.15373    -1.17202    15.41103    65.46110     2.62417     1.97844
     0.28828     0.80132    -0.68191    22.33115    71.35202     2.17939     2.16041
     1.00208     0.87080     1.80037    25.18289    74.29998     1.98902     2.19211
     0.02184    -0.08976     0.52333    21.83786    70.87867     2.35799     2.29716
    -0.90822    -0.91273    -1.38838    16.59937    66.35808     2.58285     2.00757
    -0.41010    -0.60849    -1.54345    18.12163    67.55364     2.49397     2.04987
     0.26039    -0.14755     0.31340    21.88042    70.91960     2.35038     2.29339
     1.37672     1.88672     1.12077    25.77484    74.94984     1.85476     2.12384
     1.92406     1.91855     1.92160    26.67062    75.99492     1.74248     2.11328
    -1.83603    -1.88051    -1.74250    11.73309    62.79657     2.55959     1.87360
    -0.01382     0.17001     0.55317    22.24843    71.27844     2.30897     2.27895
     2.14834     2.24534     0.78158    26.19344    75.42632     1.77335     2.09262
    -0.59803    -0.77011    -1.08301    17.84855    67.33805     2.55311     2.07622
     0.20234     0.28528     1.42314    23.35911    72.38884     2.21593     2.25841
     0.02680    -0.11041    -1.04912    20.33056    69.45041     2.37501     2.18367
     0.96564     1.23168     1.54237    25.30596    74.43210     1.95181     2.16680
    -1.06170    -0.75460    -0.42387    17.63846    67.17268     2.58890     2.08881
     0.81980     0.42705     1.88327    24.54691    73.61890     2.08811     2.22606
     2.26427     2.19797     1.22156    26.56163    75.86216     1.73873     2.09932
     1.91704     1.50656     0.90057    25.79323    74.97234     1.86398     2.13659
    -1.16223    -1.07537     0.12557    17.12248    66.76685     2.61983     2.07412
    -0.10880     0.05203    -0.45197    21.00452    70.07788     2.36577     2.23926
     1.11515     1.26068    -0.10481    24.17473    73.21823     2.01354     2.10621
    -1.64699    -1.44151    -1.07187    13.94782    64.38760     2.62737     1.92478
     1.09775     1.06227     0.60324    24.62367    73.69445     2.01969     2.15863
    -0.89669    -0.98633     0.70110    18.38410    67.77838     2.58185     2.15316
     1.29967     1.07256     1.00746    25.11558    74.22412     1.97568     2.16877
    -1.00226    -0.65548    -0.66776    17.75975    67.26829     2.57128     2.08412
    -0.01697     0.06772     0.80571    22.28032    71.31066     2.31845     2.28995
     1.66260     1.60122     1.38210    26.01597    75.22749     1.84210     2.14286
     0.65796     0.78814    -0.44799    22.98495    72.00423     2.13970     2.15666
     0.26185     0.01343     0.52117    22.34712    71.37625     2.31007     2.28657
     0.53324     0.71643    -0.42537    22.79163    71.81104     2.16616     2.17249
    -0.49279    -0.31280    -0.10773    20.02522    69.18377     2.47345     2.23715
     0.01584    -0.40892    -0.50726    20.25657    69.39006     2.44118     2.23370
     1.22725     1.38066    -0.40436    24.07040    73.10733     1.98942     2.07027
    -0.34016    -0.35316     1.04682    21.16606    70.23694     2.42510     2.30525
     1.34818     1.16452     1.12165    25.31103    74.43759     1.94957     2.16526
    -0.03147    -0.27444     0.08652    21.02800    70.10483     2.41427     2.28408
     0.38152     0.52297    -0.89411    21.92499    70.95342     2.21410     2.16970
     1.81194     2.01797     1.28200    26.25762    75.50463     1.78927     2.11751
     1.20541     1.06154     1.36558    25.27407    74.39822     1.96426     2.17664
     1.62762     1.49665     1.80879    26.18602    75.42538     1.82853     2.15008
     0.08403    -0.07221     0.43072    21.88069    70.91994     2.35101     2.29380
     1.15608     1.29191    -0.68623    23.67178    72.69614     2.00745     2.05959
    -1.18890    -1.39956    -0.54830    15.54865    65.56470     2.64038     1.99768
     0.76030     0.81037     0.75248    24.18376    73.23390     2.08979     2.19102
     0.55164     0.81175    -0.74025    22.60334    71.62126     2.14598     2.14222
     0.41455     0.10835    -0.34098    21.91932    70.95349     2.29503     2.24472
    -1.46433    -1.22955    -2.59745    13.61087    64.14195     2.54194     1.85059
    -0.65320    -0.60224    -0.67037    18.55930    67.91942     2.54006     2.13454
    -0.77517    -0.39415    -1.11342    18.35401    67.74543     2.50592     2.08343
    -0.26936    -0.19476    -1.20115    19.56848    68.77013     2.41938     2.14005
    -1.25157    -1.19605    -1.09272    15.43539    65.47947     2.62840     1.98285
     1.03255     1.08425     0.38769    24.40364    73.46114     2.03278     2.14970
     1.89455     1.77570     0.26723    25.41324    74.54112     1.86628     2.08598
    -0.96187    -0.55453    -2.37681    16.51867    66.28959     2.47264     1.91243
    -0.95566    -1.13665    -1.65671    15.66071    65.64621     2.59244     1.96534
    -0.70881    -0.62418    -0.05915    18.99264    68.28576     2.54515     2.18567
     1.02788     0.85852     0.80007    24.53037    73.59760     2.05025     2.18246
     1.14147     0.83062     1.00150    24.75560    73.83773     2.03223     2.18774
    -0.20146    -0.50000     0.12187    20.32228    69.45379     2.47323     2.26822
     1.45053     1.08262     0.63590    24.95878    74.05275     1.98062     2.15450
     1.14038     1.49855    -0.19257    24.27454    73.32040     1.98109     2.07947
    -1.04313    -1.01591    -0.57931    16.85734    66.55983     2.61785     2.05347
     1.30863     1.36730     0.84229    25.22295    74.33857     1.94095     2.14389
     0.52872     0.37549     2.14063    24.29682    73.35524     2.11563     2.22990
    -0.01470     0.27253    -0.34301    21.59564    70.63941     2.31158     2.23764
     0.51439     0.68893     0.79693    23.81960    72.85736     2.13691     2.21017
    -0.19430    -0.25778    -0.22629    20.52223    69.63352     2.43431     2.25446
     0.02776     0.15834     0.75590    22.45286    71.48045     2.29750     2.28099
    -1.90392    -1.57183    -1.06413    13.06468    63.75184     2.60658     1.89074
    -1.28816    -1.07304    -1.10735    15.67512    65.65841     2.62057     1.98802
    -0.07797     0.04070     1.53609    22.64952    71.67633     2.29209     2.28794
     0.05129    -0.06906     0.05982    21.51403    70.56495     2.36540     2.28027
     1.39350     1.58616     0.20133    24.89830    73.98186     1.93525     2.09588
    -0.93141    -1.01751    -1.68375    16.00197    65.90248     2.58043     1.97246
     2.43684     2.34872     0.74221    26.35682    75.61662     1.74481     2.08296
     1.06951     0.81603     0.41475    24.21402    73.26427     2.07183     2.17428
    -1.02593    -0.89135    -0.97625    16.82314    66.53197     2.59930     2.03555
    -1.00479    -1.25416    -0.64411    16.23065    66.07887     2.63091     2.02547
    -1.35351    -1.43317    -0.49136    15.16654    65.28023     2.64212     1.98155
    -0.03919    -0.12523    -0.92013    20.33486    69.45583     2.38841     2.19576
    -0.44802    -0.20958     0.04365    20.44883    69.56712     2.44680     2.25797
    -0.31028    -0.17317    -1.92270    18.87032    68.16276     2.38120     2.02826
    -2.69484    -3.07998    -1.13692     8.33547    60.15187     2.25809     1.99136
     0.77797     0.78732    -0.60436    22.95816    71.97645     2.12619     2.14132
    -1.26902    -1.41270    -1.54401    14.36840    64.69260     2.61694     1.93058
     0.34926     0.33995     1.04748    23.37225    72.40183     2.20894     2.25232
     0.34968     0.38216     1.17221    23.51877    72.55092     2.19363     2.24691
    -0.61656    -0.75275    -0.67583    18.26120    67.67460     2.55947     2.12109
    -0.79981    -0.86306    -0.46284    17.85000    67.34257     2.58858     2.10728
    -0.45219    -0.66077     0.21988    19.62341    68.83085     2.52227     2.23573
     2.08218     1.94090     1.99329    26.81530    76.16885     1.72104     2.10320
    -0.33297    -0.07060     0.41644    21.23227    70.29740     2.39727     2.28622
     1.85890     1.83322     0.76231    25.82880    75.00968     1.83826     2.11334
     0.07477     0.07716    -1.20348    20.57333    69.66950     2.32731     2.16620
     1.67747     1.63335     2.11705    26.46446    75.75108     1.78373     2.13535
     3.15146     2.99611     2.93732    28.08931    77.72930     1.47477     1.82251
    -0.87929    -0.96614     0.21780    18.06567    67.51819     2.59538     2.13342
    -1.31774    -0.99884    -0.00373    16.88196    66.57900     2.61844     2.05571
     0.55597     0.59570    -0.38337    22.72207    71.74230     2.18497     2.18728
     0.35305     0.49247    -0.04530    22.67448    71.69688     2.22302     2.22222
     0.85173     1.58945    -1.75999    22.54029    71.54962     1.95525     1.95135
     0.15565     0.45662     2.07541    23.90338    72.94509     2.14849     2.22885
    -0.31542    -0.58787     0.60510    20.35273    69.48292     2.48405     2.28065
    -0.95680    -1.19905     0.06404    17.15280    66.79075     2.62098     2.07752
     0.86053     0.85940     1.07306    24.57361    73.64401     2.05251     2.18954
    -0.96858    -0.78092    -1.85903    16.37728    66.18564     2.54505     1.96376
    -0.31360     0.20364     0.27806    21.60022    70.64669     2.34623     2.26929
    -0.65831    -0.84668     0.24968    18.82315    68.14402     2.56544     2.18501
    -0.80459    -0.81310    -0.46502    17.96467    67.43478     2.58272     2.11273
    -1.33180    -1.40515    -1.17337    14.61518    64.87349     2.63189     1.95102
     0.09328     0.36819     0.30412    22.48117    71.50660     2.26732     2.25377
     1.57500     1.75404     0.74302    25.57977    74.72977     1.87328     2.11714
    -0.59906    -0.27113    -0.99139    19.05795    68.33310     2.47231     2.12918
    -0.16679    -0.32778    -1.22496    19.44330    68.66189     2.43302     2.13788
     1.80132     1.88433    -0.16351    25.01311    74.09995     1.87507     2.04190
     0.85584     1.19553    -0.18841    23.80381    72.83507     2.05170     2.11720
    -0.87808    -0.48869    -1.40193    17.66681    67.18915     2.51912     2.03076
     1.39449     1.32805     0.86683    25.28311    74.40486     1.93661     2.14706
     0.55017     0.30880     0.88805    23.45146    72.48238     2.20060     2.24955
     0.43553     0.09646    -0.22107    22.04005    71.07187     2.29401     2.25171
    -0.54013    -0.32601     0.32133    20.30126    69.43421     2.46999     2.26305
     0.12933     0.35112    -0.30709    21.94669    70.97919     2.27952     2.23209
    -0.91789    -0.90526    -0.07340    17.88264    67.36978     2.59751     2.11803
     1.22354     1.08885    -0.27913    23.96948    73.00526     2.03058     2.10709
    -0.38172    -0.27122    -1.67055    18.78362    68.09449     2.42401     2.05645
     0.39589     0.47729    -1.61495    21.18412    70.23329     2.19153     2.09953
    -0.34395    -0.57292    -0.17429    19.65230    68.85442     2.50582     2.22467
     0.63348     0.13896     1.30501    23.58402    72.61877     2.20321     2.26231
    -0.43681    -0.62766     0.05611    19.58127    68.79337     2.51973     2.22886
    -0.27600    -0.32657     0.99392    21.28850    70.35286     2.41596     2.30743
     0.39450     0.32476     1.98104    23.98536    73.03091     2.15162     2.23974
     0.11816     0.23067    -1.02666    21.05004    70.11463     2.29745     2.18278
    -1.38489    -1.35303    -1.55239    14.27986    64.62810     2.61656     1.92719
    -1.11361    -0.89279    -1.56777    16.06465    65.94998     2.58180     1.97675
     1.84902     1.91146     2.02401    26.67335    75.99825     1.74223     2.11327
    -1.33609    -1.08054    -0.58582    16.07056    65.95712     2.62961     2.01544
     0.35179     0.15056     0.73267    22.85763    71.88330     2.26272     2.27280
    -0.86922    -0.67346    -1.66499    17.01011    66.67276     2.53554     1.99456
     1.49057     1.27665     0.01554    24.60436    73.66911     1.97238     2.10336
    -0.23268    -0.57094     0.94089    20.78676    69.88223     2.45793     2.30045
     0.17459     0.11817     0.75073    22.58987    71.61647     2.28879     2.28134
    -1.71469    -1.41596    -1.30795    13.64339    64.16750     2.61656     1.90838
     0.35114     0.01137     0.55873    22.48838    71.51589     2.29886     2.28490
    -0.92930    -0.94903    -0.54441    17.29571    66.90196     2.60604     2.07549
    -0.62869    -0.45459    -0.92584    18.68454    68.02085     2.50966     2.12111
    -0.52321    -0.88350     0.38239    19.08982    68.37006     2.55429     2.20452
    -1.15780    -0.94818    -1.21649    16.16865    66.03009     2.60366     1.99979
    -0.38835    -0.23983    -0.78881    19.69174    68.88273     2.45025     2.18067
    -0.86514    -0.70149    -0.83793    17.75396    67.26337     2.56854     2.08118
     1.71344     1.61500     0.44898    25.36363    74.48903     1.89232     2.10839
     1.26355     1.12163     0.60925    24.82036    73.90368     1.99359     2.15214
     0.87976     1.24468     0.03614    24.07347    73.11419     2.03750     2.12370
    -0.47814    -0.62023    -0.54465    18.95624    68.25276     2.52826     2.16695
    -0.08969    -0.39576     0.26632    20.85055    69.94000     2.43859     2.28951
     0.00134    -0.13531    -0.44575    20.84345    69.92843     2.39045     2.24665
     0.93432     0.73745    -0.84222    22.82616    71.84295     2.11520     2.12292
    -0.03526     0.08582    -0.14168    21.46788    70.51899     2.34831     2.26134
     0.55584     0.57285     1.09695    23.95568    72.99888     2.13710     2.22179
     0.28195     0.51308    -0.80876    21.87191    70.90240     2.22914     2.18049
     0.66535     0.79734    -0.03066    23.39907    72.42432     2.13241     2.17456
    -1.81370    -1.99085    -0.26562    12.93276    63.65749     2.58297     1.87078
    -1.51209    -1.46075    -1.25059    14.00470    64.42875     2.62681     1.92605
     0.98305     1.48960     0.83612    25.01293    74.10943     1.95923     2.13710
     2.66601     2.95560     0.73229    26.63010    75.93851     1.68676     2.05335
    -0.45023    -0.25946    -0.14653    20.17074    69.31401     2.45995     2.24088
     0.53677     0.78619     0.69113    23.86643    72.90491     2.12254     2.19857
     0.55032     0.28085     0.72360    23.28495    72.31310     2.21441     2.25214
    -0.35389    -0.08069    -1.44507    19.40497    68.62398     2.39604     2.10140
     0.42255     0.47802     0.95534    23.57975    72.61257     2.17843     2.23556
    -1.12859    -0.88343    -0.74110    16.86663    66.56620     2.60608     2.04420
    -0.67908    -0.43572     0.23768    19.74266    68.93439     2.50445     2.23328
     0.63814     0.46087     0.15007    23.14631    72.17062     2.19188     2.21977
    -2.58924    -1.87103    -1.74887    10.35694    61.78296     2.46508     1.90034
    -1.27049    -1.08000    -0.20424    16.57913    66.34545     2.62793     2.04370
     0.97515     1.18984    -0.38013    23.73160    72.75985     2.04156     2.10079
    -0.91864    -0.95742    -0.72104    17.12104    66.76457     2.60514     2.06144
     0.09185    -0.02403     1.97251    23.03369    72.06085     2.26041     2.28150
     0.22923     0.20023     0.51014    22.59767    71.62344     2.27660     2.27002
    -0.01973    -0.09700     0.18037    21.46932    70.52275     2.37582     2.28618
     0.50654     0.50376     0.52264    23.37330    72.40133     2.18492     2.22761
     1.56878     1.72955     1.74817    26.24178    75.48867     1.80923     2.13654
    -0.28815    -0.28403    -0.83015    19.72948    68.91593     2.44774     2.18264
     1.01095     0.96049    -0.99341    22.96841    71.98366     2.06590     2.08022
    -0.93216    -0.68324    -1.48517    17.03061    66.68977     2.54991     2.00813
    -0.32639    -0.31199     1.53295    21.59767    70.64799     2.39037     2.30876
    -0.32666     0.06107    -1.54863    19.59802    68.78906     2.35998     2.09183
    -0.91119    -0.74275     0.24576    18.59306    67.95086     2.56949     2.16387
     0.56847     0.29546     0.29698    22.97294    71.99730     2.22722     2.24470
    -0.02860     0.63107    -1.24716    21.15066    70.20459     2.23246     2.13387
    -0.47707    -0.47572    -0.66095    19.17258    68.43523     2.50348     2.16916
     0.26966    -0.18205     1.01434    22.38636    71.41630     2.32591     2.30431
     1.19074     0.85359     0.78957    24.66205    73.73723     2.03523     2.18037
    -0.70739    -0.79052    -0.99239    17.68543    67.20828     2.56697     2.07382
     0.11693     0.21042     0.34908    22.32518    71.35336     2.29372     2.26943
    -1.28662    -1.17687    -0.91664    15.58838    65.59397     2.63178     1.99267
    -0.07204    -0.42402     1.39939    21.68004    70.72781     2.39114     2.31597
    -0.59139    -0.16550    -0.94537    19.32333    68.55965     2.45262     2.14168
    -0.21431    -0.42073     1.01275    21.20307    70.27225     2.42605     2.30936
     1.81541     1.94906    -0.33636    24.88727    73.96264     1.86958     2.01975
     1.08012     0.93883     0.89072    24.72328    73.80220     2.02626     2.17727
    -0.83269    -0.49445    -1.70618    17.45712    67.02099     2.50177     1.99855
    -0.63286    -0.76349     0.10552    18.94944    68.25021     2.55624     2.19068
    -0.40671    -0.55094     0.23300    19.96908    69.13630     2.49988     2.25406
     1.12444     1.37354    -0.27058    24.10569    73.14494     1.99974     2.08480
    -0.76416    -0.67670     0.03161    18.84690    68.16300     2.55561     2.17890
    -1.02794    -1.18718    -0.38377    16.62044    66.37738     2.62943     2.04763
     0.60907     0.47425     0.14390    23.12583    72.14990     2.19271     2.21930
    -1.21200    -1.25191    -0.49608    15.95608    65.87094     2.63822     2.01630
    -0.56086    -0.89553     0.12250    18.76358    68.09381     2.56641     2.17951
     1.48061     1.65861     0.97594    25.63572    74.79412     1.87913     2.13138
     1.11459     0.98035     1.49228    25.20508    74.32335     1.97863     2.18353
    -0.92450    -0.81527    -0.92505    17.27036    66.88036     2.58609     2.05639
     0.32597     0.19360     0.57444    22.76539    71.79064     2.26411     2.26831
    -1.00668    -0.95719     0.70136    18.24064    67.66034     2.58473     2.14120
    -1.05143    -1.04557    -0.95278    16.39233    66.20137     2.61616     2.02258
     1.44408     1.42197     1.61180    25.88916    75.08391     1.87011     2.15617
     1.07720     0.93584     1.19747    24.93823    74.03345     2.00885     2.18343
     0.56069     0.49126    -0.00385    22.95877    71.98123     2.19866     2.21494
     0.69832     0.61517     1.00090    24.09388    73.14190     2.11841     2.21393
     1.38010     1.38555     0.17403    24.73852    73.81209     1.96290     2.10796
     1.76976     1.91210     0.97717    25.96957    75.17085     1.82438     2.11759
     0.45384     0.32740     1.57618    23.83209    72.87267     2.16869     2.24512
    -0.96827    -0.88325    -0.94620    16.98998    66.66145     2.59627     2.04444
    -1.75845    -1.58890    -0.23431    14.13257    64.52145     2.62326     1.92736
     2.13400     1.90298     2.24292    26.95318    76.33601     1.70189     2.09272
    -0.77636    -0.68918    -0.45979    18.32824    67.73025     2.56364     2.13143
    -0.18452    -0.08926    -0.64871    20.44816    69.56149     2.40125     2.21837
     1.26353     1.31280     0.04611    24.47881    73.53683     1.98792     2.10738
    -0.50788    -0.91531     0.12326    18.80789    68.13097     2.56392     2.18216
    -0.56449    -0.79490     0.61441    19.43255    68.66507     2.53845     2.22863
     0.23455     0.02210     1.65826    23.13188    72.15985     2.25237     2.28018
    -0.56629    -0.89849    -0.01191    18.62377    67.97668     2.57010     2.16783
     0.03586     0.33459     0.39788    22.43388    71.46019     2.27715     2.26030
     0.27145     0.09265     0.45661    22.43819    71.46571     2.29550     2.27839
     0.99272     1.03635     0.05624    24.03343    73.07377     2.05572     2.14016
     0.20256     0.31782     0.19749    22.46666    71.49219     2.26768     2.25328
    -0.46744    -0.16329    -0.62305    19.86742    69.03863     2.44515     2.19561
     1.65568     1.50356     2.07817    26.35357    75.62119     1.80556     2.14581
     0.76676     0.82754    -1.02574    22.56997    71.58620     2.11303     2.10780
     0.94279     0.74922     1.62307    24.90119    73.99524     2.02886     2.20111
    -0.60748    -0.62457     0.29526    19.49866    68.72177     2.52848     2.22722
    -0.23730    -0.47063     0.44709    20.61395    69.72154     2.46191     2.28743
     0.19573     0.16429    -1.50560    20.58712    69.67769     2.28255     2.12853
     0.85660     0.79893     0.95396    24.42292    73.48499     2.07031     2.19324
     0.13264     0.03656     1.47119    22.90545    71.93208     2.27208     2.28489
    -1.31946    -1.14404     0.95610    17.29191    66.89838     2.59738     2.06823
    -0.08816    -0.14924     0.15313    21.24643    70.31062     2.39450     2.28507
     0.33490     0.09620     0.67414    22.70307    71.72906     2.27839     2.27849
     0.52109     0.53916    -0.12349    22.86177    71.88332     2.19651     2.20693
    -0.83902    -0.68673    -0.19240    18.46995    67.84783     2.56588     2.14787
     0.70520     0.84685    -1.14972    22.40189    71.41865     2.11253     2.09903
    -0.23815     0.27888    -0.73788    20.87568    69.95313     2.33446     2.20064
     0.84234     1.12431     0.22783    24.11533    73.15916     2.05318     2.14460
     0.72028     1.04612    -0.14584    23.58364    72.61062     2.08822     2.14044
    -2.68632    -2.98636    -1.78951     7.86473    59.73041     2.24419     2.04275
    -0.20351    -0.42376    -0.13449    20.25037    69.38711     2.46501     2.25366
     0.83820     1.19345    -0.99544    22.99503    72.00970     2.04876     2.06434
     0.86105     0.63173     0.35695    23.76872    72.80411     2.12870     2.19751
     0.61499     0.40590     0.56979    23.40870    72.43785     2.18950     2.23495
     0.86990     0.57849     1.79933    24.74052    73.82402     2.05775     2.21417
     2.88459     2.23062     2.01984    27.35816    76.83046     1.62784     2.02970
     1.04300     1.03255    -0.23708    23.80326    72.83481     2.05689     2.12265
     0.00777    -0.05320    -0.66872    20.78367    69.87053     2.37266     2.22557
     0.25440     0.57019     0.76737    23.33991    72.36757     2.19072     2.23113
    -1.43423    -1.18029    -1.91716    14.31776    64.65467     2.58954     1.90808
     1.03086     1.41755     0.88060    25.04516    74.14491     1.96071     2.14286
    -0.17694    -0.10744    -1.04526    20.03377    69.18264     2.39715     2.17187
     0.76041     0.73934    -0.40079    23.08859    72.10883     2.13671     2.15955
    -1.16955    -1.40831    -1.15089    14.96857    65.13325     2.63034     1.96399
     0.05869     0.30323    -0.26719    21.81858    70.85509     2.29657     2.23941
     0.60923     0.43564    -1.42407    21.55985    70.59522     2.18593     2.12065
    -0.16880    -0.35214    -0.19600    20.39877    69.52126     2.44902     2.25496
    -0.42783    -0.76305    -0.89066    18.35803    67.75248     2.54107     2.11475
    -0.70025    -0.53523    -0.27914    19.00642    68.29611     2.53292     2.17650
    -1.31007    -1.00777     0.83461    17.58385    67.12941     2.59214     2.08720
     0.17004    -0.03407     0.21770    21.88290    70.92130     2.34079     2.28459
     0.69912     0.59035     0.56871    23.73146    72.76672     2.14499     2.21195
    -2.41472    -2.02668    -1.38788    10.58946    61.95749     2.49029     1.89741
    -0.82216    -0.81399    -0.39312    17.99826    67.46216     2.58387     2.11690
     0.24462     0.26992     1.42780    23.39566    72.42607     2.21373     2.25878
     0.11900    -0.16497    -0.21752    21.17419    70.24050     2.38169     2.26782
     1.34514     0.79333     1.20100    25.02925    74.13291     2.00707     2.19297
    -1.49227    -1.01778    -1.80029    14.73146    64.95678     2.58398     1.91925
    -1.34499    -1.39289    -0.41515    15.36927    65.43088     2.64217     1.99067
     0.20081     0.13629     0.08439    22.09009    71.12203     2.30680     2.26685
     0.57397     0.32543    -0.42637    22.35193    71.37600     2.23446     2.21436
     0.79766     0.30277     0.50069    23.40347    72.43277     2.19330     2.23871
    -1.16611    -1.43323    -0.17032    15.86779    65.80430     2.63794     2.01169
    -0.28792    -0.51202     0.72068    20.66300    69.76733     2.46361     2.29360
    -0.02189    -0.12017    -0.50003    20.78466    69.87322     2.39006     2.24091
    -0.80688    -0.27774    -1.80306    17.87902    67.35348     2.45477     1.99324
    -0.46291    -0.30494    -0.07024    20.12848    69.27662     2.46852     2.24385
     0.00558     0.30789    -2.49986    19.71713    68.87554     2.20126     1.96723
    -1.26873    -1.64039    -0.08603    15.16724    65.28032     2.63177     1.97385
     1.57203     1.46607    -0.30547    24.49131    73.54612     1.94516     2.06045
     0.73587     0.79967    -0.55058    22.97985    71.99849     2.12896     2.14539
    -0.92437    -0.94285     0.54458    18.31632    67.72269     2.58511     2.14909
    -0.86469    -0.83178    -0.25270    18.00557    67.46851     2.58796     2.12115
    -0.44826    -0.12444     0.80840    21.25549    70.32017     2.40345     2.29348
    -0.45536    -0.17352    -0.15956    20.31683    69.44553     2.44425     2.24243
     0.53320     0.33586     1.32498    23.77826    72.81717     2.17278     2.24520
    -2.47201    -2.31634    -2.34262     8.99255    60.70181     2.37119     1.99496
    -0.29234    -0.39990     0.82298    20.98044    70.06242     2.43948     2.30185
     0.67514     1.05668    -1.21548    22.49732    71.51204     2.07975     2.07181
    -0.49562    -0.21909    -0.44635    19.88393    69.05505     2.45899     2.20941
     1.77476     1.54513     0.87098    25.70180    74.86867     1.87280     2.13362
    -0.61775    -0.33347     0.03334    19.88893    69.06272     2.48597     2.23328
     0.68520     0.90457    -0.39787    23.17805    72.19840     2.11711     2.14472
     0.69972     1.03356    -0.38695    23.32091    72.34238     2.09504     2.13043
    -0.00120     0.33884    -2.58460    19.69584    68.85505     2.18843     1.95367
     0.25313    -0.04468     0.25442    22.00700    71.04223     2.33243     2.28538
     0.29922     0.31049     1.25356    23.41074    72.44121     2.20918     2.25522
    -0.15882    -0.19767    -0.30909    20.61637    69.71924     2.41967     2.25089
