"V8" "V9" "V10" "V11" "V7" "V6"
"1" 0.0815158235294118 0.295555882352941 0 0 -0.0592141176470588 0
"2" 0.225776529411765 0.0675982352941177 0 0 -0.502261294117647 0
"3" 0.266754352941176 0.223913647058824 0 0 0.694554647058824 0
"4" 0.261079117647059 0.237609176470588 0 0 -0.383324058823529 0
"5" 0.263092058823529 0.223012941176471 0 0 0.645655176470588 0
"6" 0.325471352941176 0.0811465882352941 0 0 0.255560941176471 0
"7" 0.364125058823529 0.388414764705882 0 0 0.801835764705882 0
"8" 0.493419588235294 0.228224764705882 0 0 0.661079117647059 0
"9" 0.406098352941176 0.284997058823529 0 0 0.484306882352941 0
"10" 0.562129764705882 0.156734588235294 0 0 1.02735570588235 0
"11" 0.892829647058824 0.191276529411765 0 0 1.49481852941176 0
"12" 0.821420705882353 0.262299705882353 0 0 1.49468417647059 0
"13" 0.883866176470588 0.103199588235294 0 0 1.03674935294118 0
"14" 0.235101470588235 0 0.202834411764706 0 0.765780941176471 0
"15" 0.294084764705882 0 0.100898235294118 0 0.232384588235294 0
"16" 0.385876823529412 0 0.207736 0 0.758197705882353 0
"17" 0.443715882352941 0 0.122570588235294 0 1.08273641176471 0
"18" 0.358555 0 0.325450588235294 0 0.164756764705882 0
"19" 0.396830235294118 0 0.631536705882353 0 0.789571529411765 0
"20" 0.456200941176471 0 0.357895941176471 0 0.903136823529412 0
"21" 0.612919941176471 0 0.0771477058823529 0 -0.079724 0
"22" 0.576590470588235 0 0.535026 0 1.03280241176471 0
"23" 0.582339588235294 0 1.21222141176471 0 1.10291223529412 0
"24" 0.691917823529412 0 0.183172588235294 0 1.12741847058824 0
"25" 0.830043470588235 0 0.448525352941177 0 1.92297923529412 0
"26" 0.177287470588235 0 0 0.146173764705882 0.390591529411765 0
"27" 0.281281529411765 0 0 0.200285352941176 -0.0269641176470588 0
"28" 0.313177176470588 0 0 0.414564117647059 0.0543958823529412 0
"29" 0.348573823529412 0 0 0.345021764705882 -0.368244294117647 0
"30" 0.469560352941176 0 0 0.612390470588235 0.516489117647059 0
"31" 0.420395352941177 0 0 0.249827529411765 0.0283483529411765 0
