      ThetaG      Theta2      Theta3      Theta4      Ex_Raw    Ex_Scale    Raw_CSEM  Scale_CSEM
     0.63529     0.13054    -0.78671    -0.29868    22.96762    71.99075     2.20834     2.22548
     0.76324     0.97819     0.42162    -0.81357    24.01441    73.05396     2.06023     2.14242
     0.96957     0.06629    -1.13781    -0.00565    23.84800    72.88593     2.12335     2.19839
    -0.34109    -0.52580    -0.54541     0.54830    19.80109    68.98408     2.48477     2.22261
     0.81290     1.33952    -0.78786     1.45199    25.47728    74.63168     2.00722     2.25140
     0.87360    -0.01504    -0.26435    -0.35235    23.64869    72.67888     2.10907     2.16746
    -0.25057     1.35657     0.47148    -2.66725    19.96067    69.09936     2.24469     2.03006
    -2.35169     0.68704    -0.46050     0.33209    11.13138    62.36403     2.46234     1.82608
    -0.39331     0.38984     1.16304     1.04288    21.99195    71.02912     2.35389     2.30396
     0.33154     0.35178    -0.30292    -2.60921    20.59617    69.67735     2.19442     2.05225
     0.40856     0.28611     0.15841     0.60995    23.60939    72.64322     2.17986     2.23954
    -1.12726     1.26064     1.23325    -0.00012    18.96197    68.25899     2.54024     2.17783
    -0.46484    -2.63006     0.74186     2.20932    19.38498    68.60026     2.34319     2.05119
     0.77476     2.23832     2.09021    -0.39926    25.62837    74.78370     1.86715     2.11593
    -0.00461     0.11858     1.73335     0.92067    23.21189    72.23788     2.20282     2.23483
    -1.67879     0.94026    -0.93771     0.73239    14.51392    64.79811     2.59471     1.91942
    -1.18220     0.14326    -0.10719    -0.26770    16.16906    66.03175     2.62670     2.01854
    -0.69766     0.63505     1.74129     0.91133    21.33256    70.39410     2.40591     2.30208
    -0.08227     0.13046     0.62654     1.20242    22.63202    71.65863     2.28929     2.28430
    -0.05882    -0.61651     1.59267    -0.05057    21.58948    70.63035     2.27258     2.20186
     1.61770    -0.92549     0.44397     1.76890    25.82181    74.99091     1.76876     2.03374
    -1.77201     0.04817    -0.43726    -0.20869    12.76952    63.54062     2.59230     1.87788
     0.60978    -0.15208    -0.88238    -1.13413    21.91191    70.94190     2.23458     2.18843
    -1.33753     1.02404     1.76710     0.15304    18.31097    67.71575     2.56146     2.12770
    -0.96528    -0.47941    -0.10520     0.85817    17.57439    67.12191     2.59310     2.08707
    -0.70464     0.74363    -1.40514     0.07888    18.21757    67.64140     2.58379     2.13850
    -0.93261     0.80045    -0.42055    -0.25016    17.79833    67.30131     2.59246     2.10606
    -0.08872     0.43221    -0.75666    -0.19291    20.94155    70.02371     2.41985     2.28137
     0.32718    -0.33385     0.64961    -0.55311    22.17126    71.19621     2.22042     2.19064
     0.86390     1.43799    -0.28987     1.93316    26.08832    75.32288     1.91928     2.23428
     0.25914    -1.34617    -1.11501    -0.25954    20.38304    69.49699     2.35979     2.17557
    -0.20855     1.74088     0.07461    -0.45577    21.90374    70.94102     2.33070     2.27577
    -0.71498     0.30174     2.32804     0.20005    20.72741    69.82051     2.39872     2.24330
     0.14973     0.08672    -0.20795    -2.04495    20.27794    69.39201     2.28336     2.09885
    -0.32930    -1.46569     0.20176     0.72449    19.66515    68.85613     2.42426     2.15432
     0.93206     1.59436    -0.03570     0.11371    25.35408    74.48864     1.97333     2.19721
     0.18383    -0.38237    -1.50293    -0.22089    20.69493    69.79095     2.40652     2.24728
    -1.46610     0.74741     0.95628    -2.02915    14.96544    65.12668     2.53101     1.88842
     0.54967    -0.39538     1.15997    -1.05931    22.47695    71.49413     2.12703     2.11779
     1.88869    -0.98267    -1.19926     0.84867    25.37737    74.49713     1.84275     2.05263
     1.15482    -0.27803     0.18128    -0.48892    24.09532    73.13555     2.01759     2.10385
     0.89826     1.75087     1.30502    -0.33208    25.44817    74.58587     1.91094     2.13992
    -0.24092     0.57280    -1.30444    -0.01491    20.17250    69.31883     2.48821     2.26585
     0.55979    -0.17504    -0.02625     0.01938    23.12100    72.14423     2.18015     2.20610
    -1.61097     0.30984    -0.51046     0.71507    14.58686    64.85244     2.62061     1.94160
     1.23350    -0.21389     0.53823     0.68386    25.21696    74.32968     1.92422     2.12387
     1.70414     0.65965    -0.48558    -1.22873    24.97710    74.06376     1.90355     2.06920
    -0.33546     0.59374     1.31966     0.18818    21.82310    70.86315     2.34367     2.28284
     0.23279    -0.38702    -0.09304     0.49287    22.31135    71.33846     2.27585     2.25124
     2.50725    -0.73030     0.33629    -0.62406    25.74029    74.89534     1.75078     2.00361
     0.34875    -0.54063    -1.47923    -0.60440    20.85261    69.93394     2.36056     2.22172
    -2.22274    -1.03119    -0.03969    -1.18862     9.16715    60.84414     2.39598     1.99207
     1.21532     1.38847    -1.46617    -0.59987    24.72940    73.80817     2.02214     2.17283
    -0.12998     1.85934    -2.27142     0.55001    21.26374    70.32936     2.41952     2.30952
     0.42831     1.99441     0.64460     0.72289    25.17309    74.29412     2.02961     2.23612
     0.00459     0.22857    -0.42221     0.51565    21.90355    70.94290     2.35898     2.30285
     1.25483     0.44152    -0.36975    -1.09730    24.16504    73.20765     2.00954     2.10057
     0.99873     0.33351    -0.94784     0.45934    24.53020    73.59961     2.07186     2.20673
    -1.24209     0.69753    -1.09483    -0.86781    14.96782    65.13182     2.60904     1.94794
     0.86940    -0.82441    -0.34285     0.37552    23.51215    72.53772     2.09833     2.14515
    -0.56625    -0.45941    -0.38614    -0.77740    17.88223    67.36389     2.53851     2.06671
    -1.68327    -0.17886    -0.51818     1.13705    14.05329    64.46320     2.59756     1.90534
     0.65879     1.02399    -1.06813    -0.70852    23.23198    72.25714     2.18496     2.21763
    -0.20132    -4.45974     1.11820     0.32359    17.96773    67.40950     2.29376     1.85831
    -0.17597    -0.26847     0.49276    -0.17532    20.82801    69.91283     2.37986     2.23602
     0.18564     0.02984    -0.49862    -2.28727    19.98783    69.12770     2.28100     2.06634
    -0.64918     1.23302     0.26176     0.30468    20.55355    69.66713     2.47637     2.29394
     0.41082     1.15866    -2.37926    -0.68778    21.73466    70.77681     2.34254     2.27598
     0.11179     0.19865    -0.03388    -0.59463    21.58413    70.62888     2.31929     2.24375
    -0.76205     1.65146    -0.39497     0.71647    20.19025    69.33727     2.50809     2.28481
    -0.19910    -1.10464     0.69132    -0.64786    19.69025    68.87249     2.37583     2.11612
    -0.16542     2.95867     0.00610    -0.40456    22.79440    71.81815     2.23937     2.24455
    -0.84069    -0.54666    -0.60660     0.48435    17.36877    66.95915     2.59926     2.07557
    -0.46237    -0.56056     0.14661    -0.73090    18.70518    68.03531     2.48387     2.10085
     1.59294     1.46981     0.57441     0.80477    26.98279    76.37489     1.73075     2.12194
     1.44691    -0.41070    -1.84896    -0.33731    24.02483    73.06486     2.05546     2.13944
     0.48193    -0.00312     0.17187    -0.35783    22.83780    71.85918     2.19611     2.20521
    -1.16589     0.85185     0.35574    -0.08163    17.55384    67.10621     2.60133     2.09233
     1.07864    -0.45479    -0.17789     0.61051    24.48281    73.54315     2.01324     2.13538
    -0.66799    -0.14499     0.69602     0.01640    19.27148    68.52066     2.50299     2.17980
    -0.39731    -0.22066    -1.08924     0.71230    19.52341    68.74270     2.52165     2.22422
     0.22374    -2.61081     1.78159     0.34096    21.16628    70.21400     2.15742     2.06579
    -0.10700    -1.23047     0.04773    -0.12281    19.98234    69.13553     2.39106     2.16089
     0.78731     1.64342    -1.55367     0.98685    24.96834    74.07426     2.07654     2.26302
     0.94713     1.18597    -0.01457     1.21190    25.83764    75.03368     1.93723     2.22219
    -0.99959    -0.87803    -0.99923     0.48076    15.86688    65.80263     2.61984     1.99724
    -1.29288    -0.72478    -0.70857    -1.10965    13.42060    64.00685     2.59908     1.89011
    -1.77600    -0.18695    -0.60394    -0.39593    12.19868    63.13184     2.57498     1.87037
    -0.87972    -0.13160     0.03895     0.81352    18.43377    67.81867     2.57391     2.15120
     0.67948     2.16191    -1.06503     0.52332    24.94981    74.05238     2.06377     2.24623
     0.34495    -0.09757     0.18560    -0.62715    22.14922    71.17580     2.24143     2.20915
    -0.68840     0.09298     1.38009    -1.09655    18.93518    68.22520     2.44501     2.09173
    -0.02060    -0.69304    -1.09926     0.37252    20.40449    69.52460     2.43145     2.24013
     0.38542    -2.80865    -0.21616     0.31584    20.64164    69.72455     2.23575     2.09019
     0.45818    -2.02366     0.42202    -1.19691    20.51602    69.60190     2.19107     2.04302
    -0.35502    -0.17240     1.01886     0.81716    21.35990    70.41744     2.37409     2.27577
     0.22252    -0.27601    -0.88589     0.65603    22.02333    71.05783     2.32639     2.28064
    -0.17081     1.79921    -0.79678     1.44825    22.90103    71.93091     2.31927     2.33242
     0.13813    -0.95169    -0.79372     0.38809    21.00344    70.07658     2.36163     2.23497
    -0.66286     0.94325     0.10272     0.98516    20.64276    69.75091     2.48585     2.31101
     0.92175     0.67289     0.31079    -0.27119    24.54707    73.61352     2.03092     2.16257
     0.41802    -1.09856     1.17739     0.36795    22.72369    71.74152     2.14191     2.14331
    -0.78890     0.66277    -0.89116     0.24330    18.35299    67.75320     2.58665     2.15436
     0.20897    -0.59215     0.73839     0.76166    22.66723    71.68932     2.21810     2.21601
    -0.84448    -0.19469     1.14669    -0.29293    18.51076    67.87655     2.51753     2.10986
    -0.53529     0.27552     0.10271     0.45989    20.16748    69.31451     2.48996     2.26653
     0.58869    -0.62402     0.17125    -0.99657    22.07327    71.09689     2.17842     2.14562
    -1.74682     0.51912     1.08867    -1.04088    14.11934    64.51056     2.58901     1.90098
     0.61568    -0.48532     0.34956    -0.11592    23.06266    72.08325     2.14815     2.16971
     1.57772    -1.85257    -0.80816     0.44381    24.13732    73.16995     1.91160     1.98526
     0.97256     1.94992    -0.21373    -0.49413    25.10533    74.21138     1.96710     2.15676
    -0.07935    -0.24968     0.44377    -1.30647    20.18816    69.31642     2.34238     2.14105
    -0.72824    -1.12420     0.17268     0.64947    18.15521    67.58508     2.53463     2.08856
    -0.24042     1.76642     0.04570     1.21240    23.08381    72.11433     2.29875     2.32431
    -0.59594     1.25823     0.92683     0.04695    21.06950    70.14481     2.42026     2.29251
     0.88377    -1.73105     1.34748    -0.66365    22.60112    71.61334     2.02675     2.02396
    -0.05058    -0.86480     0.55331     0.26129    21.12628    70.19045     2.33281     2.22002
    -0.33207     0.04941    -0.03874     0.88297    21.00756    70.08727     2.43185     2.29757
     0.17794    -0.49644    -1.80169    -0.79877    19.85964    69.02990     2.43045     2.18250
     1.57787     0.99955    -0.13076     1.77243    26.99418    76.38954     1.73976     2.13103
    -1.44054     1.18468     0.35206     0.74833    17.19065    66.82014     2.61618     2.07640
    -0.03431    -0.06741    -0.15150     0.84012    21.91238    70.95076     2.34857     2.29358
    -0.13304     0.37589    -0.59689     0.46480    21.36739    70.42794     2.41144     2.31018
     0.34156     0.34129     0.54399     0.84330    23.80625    72.84547     2.16304     2.23718
     0.04178    -0.63294    -0.88618    -0.57299    20.07794    69.22436     2.41294     2.19059
    -1.25388     1.06674     0.27395     0.54548    17.78252    67.28989     2.60652     2.11688
     0.33690     0.35168    -0.19751     1.60489    23.90252    72.94652     2.17557     2.25878
     2.28378    -1.79813    -2.23161    -3.67766    21.77674    70.78672     1.82309     1.80181
    -1.27728     1.06963     0.72275    -0.69924    17.00759    66.67433     2.58489     2.03598
    -0.70569     0.05739    -0.99868     1.50512    19.01374    68.30478     2.55309     2.19526
    -0.47225     0.20320    -1.33052     0.24362    19.00654    68.29865     2.55330     2.19468
    -1.51709    -0.22620     0.24011     0.37548    14.94107    65.11304     2.63160     1.96390
     2.61091     0.03353     0.15147     0.50061    27.02465    76.41912     1.64988     2.04583
    -1.00758     0.42832    -0.13761    -2.02708    15.89084    65.81626     2.53458     1.93066
     0.01797     0.86743     0.70799    -1.78687    21.22449    70.27611     2.23782     2.14253
     1.95209    -0.80736    -0.08129    -0.02585    25.32628    74.43930     1.83237     2.03483
    -1.43058     0.02200     0.47584    -0.49033    15.11869    65.24387     2.62266     1.96443
     0.24735    -0.74102    -0.18634    -0.58802    21.13663    70.19752     2.30376     2.19581
    -0.96951     0.80792    -1.10537    -1.05724    16.28346    66.11683     2.59152     1.99674
     0.17981     2.01857     0.63893    -0.78174    23.35759    72.38248     2.14617     2.18406
     0.69437    -0.19933     3.38403     0.68695    24.87495    73.95641     1.93623     2.09359
     0.16324     0.33590    -0.34847    -1.34594    21.03824    70.10468     2.31041     2.19300
     0.98419    -0.70289     2.14779    -0.01582    24.28197    73.32592     1.95460     2.05020
     1.95949    -1.41672    -2.23087     0.86851    24.90847    73.98478     1.87443     2.02469
    -0.33501     0.31138     0.23852     0.43082    21.09236    70.16659     2.42195     2.29633
    -0.12984    -2.21939     1.86338    -0.21845    19.93319    69.07703     2.26908     2.05001
    -0.93614     0.09008    -0.11494    -0.75889    16.91728    66.60445     2.59047     2.03457
     0.50837     1.15796     1.05980     1.22543    25.28918    74.42089     2.01039     2.23001
     0.65888     0.29133    -1.96343     0.75484    23.27622    72.30588     2.23867     2.27712
    -1.38649     1.30894     1.63863    -1.07845    17.18746    66.81137     2.53688     2.00806
    -1.77776    -0.54876     0.00164     0.99760    13.57177    64.11553     2.58988     1.88600
     0.23296     0.84995    -1.26963    -1.01409    21.39737    70.45023     2.33747     2.24582
     0.15325     0.25091     1.45741     0.63572    23.46026    72.48982     2.17780     2.22613
    -2.26112     0.38894    -0.41614    -0.95159    10.20694    61.67088     2.43901     1.89376
    -0.87490    -0.60854     0.18341     0.12440    17.54240    67.09503     2.57722     2.07061
    -1.37259     0.80439     1.54233     0.76696    18.25341    67.67026     2.57944     2.13772
    -1.34402    -0.48835     0.75597     0.87151    16.46028    66.25285     2.60680     2.01917
     1.23099     0.17227    -0.36890     0.37337    25.04819    74.15050     1.97960     2.16461
     1.27548    -0.41199    -0.10795     1.46282    25.38788    74.51702     1.90258     2.12211
    -0.41505    -0.24191     0.21305    -1.90625    18.27425    67.67106     2.42157     2.00125
     1.62046    -0.82969     0.91275     0.79776    25.52192    74.65541     1.81243     2.03935
     0.65813    -1.24642     1.15212     0.01967    22.94093    71.95690     2.08488     2.09749
    -0.24907     0.79664     1.02626     1.38673    23.00573    72.03409     2.28273     2.30246
     0.79995    -1.10858     0.73007    -1.94196    21.60568    70.63150     2.06801     2.01825
    -0.65520     0.14007    -0.66898    -1.20674    17.44023    67.01173     2.55137     2.04003
    -1.35831    -0.26947    -0.67808     0.69698    15.11692    65.24295     2.62993     1.97023
    -0.38323    -0.30193    -1.46052    -0.44014    18.24346    67.65942     2.55252     2.11364
    -0.52558     0.01140     0.18184    -0.57390    19.14559    68.41095     2.49459     2.15842
    -0.60808    -0.55270     2.20295     0.71782    20.64804    69.74409     2.37592     2.21577
    -0.57385     2.41279    -0.08773    -0.32652    20.95687    70.03703     2.40773     2.27167
     1.11058     0.52480    -0.29401     0.91384    25.43482    74.57811     1.96357     2.19752
     1.61218    -0.74704    -0.64325     0.21352    24.87145    73.95079     1.92082     2.07535
     1.60169    -0.06986    -0.38610    -0.52851    24.88774    73.97057     1.93600     2.09564
    -1.65397     1.20445     0.65599    -1.39859    14.60530    64.86378     2.56913     1.90328
     3.26123    -1.52474    -1.19284     0.49246    26.45772    75.71772     1.59612     1.93901
     1.32868    -0.71292    -1.88773    -0.19200    23.63179    72.66000     2.08700     2.14243
    -0.73533    -0.14368    -0.87845     1.22947    18.59896    67.95575     2.56831     2.16375
    -0.93030     0.19019    -0.31949    -1.34803    16.36568    66.17849     2.57438     1.98703
    -0.16050    -0.14450    -0.96923     0.60919    20.62081    69.72686     2.45229     2.27981
     0.66814     0.71457    -1.59693    -1.39489    22.14981    71.17580     2.23199     2.19947
    -0.38866     0.86599     0.10026    -1.98583    19.26002    68.49655     2.38387     2.07362
    -2.20014    -0.97759     1.20225    -2.05877     9.90164    61.43733     2.39789     1.89692
     1.70426    -0.27695     0.59801    -0.73847    24.95367    74.03633     1.88290     2.04375
    -0.95460     0.38329    -1.01773     0.04318    16.97667    66.65293     2.62005     2.06404
     0.56520     1.37095     0.97659    -0.38676    24.38760    73.44547     2.05166     2.16799
     0.25338    -0.85826    -0.04480    -0.88075    20.88014    69.95312     2.29169     2.16375
    -1.11455    -0.07507     0.06540    -0.31854    16.40657    66.21228     2.61633     2.02365
     0.74516    -0.15265    -0.00446    -0.91384    22.86289    71.88124     2.13987     2.15038
    -0.82959    -0.33793    -1.76686    -1.14480    15.14888    65.26534     2.60177     1.95006
    -0.44410    -2.10623     0.28545     1.87882    19.43265    68.64787     2.39331     2.10060
    -1.52535    -0.60536     1.79059    -0.18080    15.45697    65.49325     2.57848     1.94561
    -1.02534     0.47135     1.09190     0.58765    19.05584    68.34009     2.54757     2.19468
     0.94062     0.28624     0.37463    -0.58311    24.06905    73.11037     2.04819     2.13497
     1.55884    -1.32269    -0.54951     0.00375    24.24964    73.28995     1.93570     2.02455
     0.47788     0.59410    -0.92588    -0.17413    22.90996    71.93495     2.24634     2.25998
    -0.57846    -1.62780     0.05727     0.60129    18.24018    67.65111     2.50097     2.06698
    -1.60533    -0.76874     0.87730     0.39349    14.55451    64.82813     2.60752     1.93035
    -1.20032     0.65928     1.05198     0.77892    18.53555    67.90362     2.57674     2.16415
    -1.29927     0.57072    -0.84035     0.78545    16.20171    66.05666     2.62644     2.02074
    -0.84218     0.90709    -0.70705     0.29374    18.53899    67.90703     2.58104     2.16857
    -0.16276    -1.07104    -0.24567    -1.20090    18.78417    68.09443     2.41928     2.05272
    -0.25876     0.63156    -1.57696     0.64417    20.43976    69.56335     2.48862     2.29382
    -2.45706     1.27842    -0.96912    -0.71252    10.03184    61.54438     2.36256     1.84853
    -0.18282     0.43830     0.18662     0.56977    21.85113    70.89249     2.36886     2.30812
    -0.33967    -0.70175    -1.17575    -0.14545    18.56443    67.92284     2.53172     2.12798
     0.46494    -0.78643    -0.92291    -0.73067    21.27104    70.32462     2.28877     2.19329
    -0.75379     0.47670     0.14829    -1.06789    18.12669    67.56117     2.52833     2.08036
    -0.00363     0.04855    -0.57127     0.95645    21.93058    70.96943     2.35980     2.30538
    -1.11597    -0.37150     0.19032     2.02468    18.01693    67.47530     2.56196     2.09991
     0.25102    -0.70359    -0.14559     1.48747    22.71205    71.73489     2.22942     2.22923
     0.95378    -1.70637     0.37044     0.22837    23.18596    72.20155     2.03119     2.05337
    -1.74494     1.35605     0.22981     0.38537    15.36232    65.42451     2.61547     1.97017
     0.04847    -1.04088     1.38500    -1.56769    20.16143    69.28004     2.23853     2.04942
    -1.12194     1.58022     0.97362     1.09539    19.95751    69.12843     2.52148     2.27141
    -0.27566     2.53809    -1.20105     0.17838    21.74625    70.79064     2.37414     2.30584
    -0.48157     1.55527    -2.02001    -0.11318    19.22145    68.47942     2.51961     2.18940
     1.14498    -0.85987    -0.39322    -0.46825    23.46622    72.48837     2.05530     2.09752
     0.01444     0.19428     0.43935    -1.05493    21.12212    70.18448     2.31156     2.20115
    -2.21489     0.00327    -1.34567     1.14929    11.12461    62.36140     2.43007     1.79910
    -2.64093    -1.37811     0.65181     1.30216     9.80011    61.36521     2.33906     1.85865
     0.83350    -0.16580     0.23769    -1.50346    22.64587    71.66123     2.09607     2.09545
     0.92210    -0.80789     0.17155     1.09997    24.28901    73.33755     2.01258     2.11381
     1.28199    -0.57185     0.91490    -0.05270    24.62960    73.69267     1.93817     2.06734
     1.58339    -0.87651    -0.35387    -0.20968    24.51246    73.56746     1.93449     2.05027
     0.97249     0.38315     2.64899     1.60821    26.19450    75.43387     1.81733     2.13922
     1.54247    -0.46680     1.32378     1.08246    25.90181    75.08742     1.79336     2.07365
     0.18214    -0.10529     1.31846     2.05133    24.02013    73.06407     2.11426     2.20165
     1.21179     0.85265    -1.15122    -0.84232    24.30697    73.35953     2.04242     2.15022
    -1.02141    -1.59661    -0.12825     0.51018    15.89791    65.82423     2.58689     1.97220
    -0.98095     0.27488    -1.04627    -0.46371    16.26891    66.10746     2.62088     2.01970
    -1.07784     0.14708     1.20794    -0.91830    17.28702    66.89026     2.54506     2.02268
     0.94146    -0.14151    -0.78550    -0.01535    23.76256    72.79675     2.11454     2.18191
     0.43779    -0.23310     0.00240     0.76067    23.28804    72.31448     2.18831     2.22490
     1.34559    -0.02382     0.62242     0.90878    25.70035    74.86688     1.87278     2.13309
     0.73786     0.50317    -1.59590     0.53804    23.74224    72.78116     2.18822     2.25948
    -0.21388    -1.10115     0.33921     1.07372    20.78878    69.87520     2.36931     2.22205
     2.23087    -0.73149     0.48817     1.14551    26.46635    75.73943     1.67885     2.02693
     0.16882    -0.86433    -1.02715     1.92461    21.99997    71.03291     2.29746     2.25082
     1.00109    -0.01084    -0.31342     0.38190    24.46614    73.52880     2.04691     2.17186
     0.14895     1.64274    -0.19064     0.37514    23.53638    72.57121     2.22405     2.28033
    -0.00958     0.27886    -0.78162     1.24675    22.15700    71.19157     2.35620     2.31776
     1.48961    -1.84141     1.00758    -0.69585    23.60679    72.62361     1.90009     1.93909
     0.92273     1.98919    -0.00379     1.07742    26.19597    75.44578     1.89163     2.21774
     0.39381     1.08097    -0.44500     0.94666    24.11580    73.16942     2.17072     2.27329
     0.56695     1.29008     0.77259     1.11581    25.34251    74.48002     2.00657     2.23278
    -0.60740    -1.06759    -0.38486     0.29888    18.02853    67.48300     2.54598     2.08647
     0.09182     0.81468    -0.84996     0.84271    22.65457    71.68348     2.32263     2.31900
    -1.05131    -0.46924    -0.46683     0.67864    16.67756    66.42071     2.61813     2.04202
     1.15322    -1.44207    -0.44734    -0.49764    23.00926    72.02422     2.05236     2.06812
     1.17760    -1.86105     0.04860    -0.72742    22.73529    71.74723     2.01819     2.02070
     1.39367     1.04787    -0.43185    -0.20156    25.53228    74.68237     1.92083     2.16320
    -0.28347     0.39431     0.10544    -1.39808    19.72579    68.90751     2.40404     2.14400
    -0.01984    -0.27072    -1.06599     0.43702    20.86054    69.94784     2.42352     2.27725
    -1.65264    -0.68681     0.62646     0.92103    14.59866    64.86041     2.60588     1.93082
     0.02377     0.12186    -2.08696    -0.38453    19.91206    69.08239     2.47716     2.22879
    -0.22732     0.61340     0.36236    -0.82899    20.79362    69.88041     2.37729     2.23014
    -1.66373     0.20096     1.12501     0.91882    15.91676    65.84029     2.62025     2.00014
    -0.09076     1.86553     0.38847     0.96283    23.70200    72.74228     2.22617     2.29590
     1.22239     1.30825    -0.10815    -0.25146    25.44600    74.58639     1.93179     2.16337
    -1.25009     0.56395     0.44315    -0.23360    16.79262    66.50936     2.61419     2.04601
    -1.08002    -1.21699     1.98520    -1.81767    15.79100    65.73694     2.43751     1.85212
    -0.60317    -1.56614     0.55595     0.46484    18.45790    67.82849     2.48054     2.07119
    -0.95201    -0.62795     1.35183     0.94979    18.77323    68.09583     2.51267     2.13325
    -1.36433     1.59163     1.49473    -0.54169    17.88583    67.36768     2.54894     2.07581
    -0.71381     1.58068     1.65315    -1.66999    19.90185    69.05782     2.34418     2.11059
    -1.44179    -1.01586    -1.44906     1.12892    13.57027    64.11409     2.57491     1.87449
     1.34455     0.30789    -1.75636    -0.08439    24.56078    73.63012     2.04878     2.18457
    -0.19295    -0.48136    -1.17705     1.07584    20.34611    69.47422     2.46043     2.25939
     0.94057    -0.48338     1.22441    -0.72754    23.59379    72.61734     2.02512     2.07416
     0.82875    -0.07468     0.68410    -0.99380    23.29703    72.31703     2.07550     2.10880
    -0.43818     1.08399    -0.95747    -1.36843    18.90150    68.20052     2.47903     2.11753
     0.25144     0.23781     1.14713    -1.15095    22.13701    71.16069     2.19258     2.16184
    -0.13049    -0.73669    -0.85374     0.91844    20.51182    69.62352     2.43013     2.24940
    -0.09900    -0.26327    -1.03255     0.16586    20.36794    69.49328     2.45219     2.25470
    -0.02733     0.96759    -1.84165    -1.35351    19.78899    68.96705     2.43171     2.17527
     0.61578     0.54859    -0.51730     0.90544    24.24791    73.30528     2.13243     2.24427
    -0.18179     0.87265    -0.63152    -1.01188    20.34590    69.46904     2.41527     2.21984
    -2.72967    -0.09325     0.19649    -0.14388     8.95110    60.67331     2.32814     1.96405
     0.30334     0.94900    -0.17774    -0.09638    23.13762    72.16418     2.22972     2.25762
    -0.74166    -1.75708    -0.81203    -0.13797    15.98549    65.88995     2.57979     1.97087
     0.48639     0.75779    -0.23375     0.33117    23.81116    72.85125     2.17138     2.24674
    -0.55490     1.23914     0.60920     0.34918    21.24445    70.31171     2.42568     2.31236
    -0.22650     0.87080    -0.02239    -0.71940    20.86099    69.94526     2.39292     2.24990
     0.56991    -1.48913     0.24933     0.52615    22.56891    71.58676     2.14302     2.13519
     0.72995    -1.09899     0.86468    -1.15237    22.17075    71.18859     2.09797     2.07483
     0.85050    -1.15547    -1.07850     0.37625    22.89063    71.90968     2.15092     2.16127
    -0.24693     0.06533    -0.64598     1.04822    21.02814    70.10729     2.43772     2.30468
     0.07180    -1.31980    -1.07210     0.15402    20.06557    69.21253     2.40645     2.18291
    -1.95661    -1.93671     0.70229     0.47192    11.63281    62.72588     2.50631     1.83440
     0.37591    -0.44030     0.89199     0.86143    23.39887    72.42497     2.14833     2.19027
    -1.07260    -0.55180    -0.91353    -1.26272    14.41186    64.72367     2.60058     1.91981
    -0.52891     0.10697     0.95051     0.13335    20.37383    69.49773     2.44346     2.24753
    -1.16694    -0.41522     0.05936     0.56129    16.54032    66.31505     2.61911     2.03409
    -0.79723    -0.47818     1.10723    -1.08848    17.72156    67.23066     2.49255     2.01265
    -0.77641    -0.56468    -1.08296    -0.70982    16.20934    66.06101     2.60241     2.00135
     0.25945    -0.24545    -0.63529    -0.29283    21.59559    70.64031     2.32375     2.24884
     0.20353    -0.62432    -1.41817    -0.00008    20.79859    69.88656     2.39311     2.24501
    -0.17720    -2.07791     0.66401     0.02388    19.47366    68.67977     2.36040     2.07734
    -0.24800     0.61081     0.02588     0.11313    21.29558    70.35862     2.40539     2.29874
     0.27619     1.07286    -0.70275    -0.10044    22.84906    71.87503     2.26845     2.27788
    -2.64476     0.35686    -1.38878    -0.75548     8.21219    60.04501     2.24003     1.99137
    -0.48102     0.56440    -0.07737     0.18071    20.30187    69.43611     2.48198     2.27359
    -0.37073     1.20001    -0.79693     0.28718    20.83366    69.92651     2.46137     2.30792
     1.09955     0.42670    -1.66278     0.13612    24.29664    73.35398     2.10002     2.21377
    -0.38440    -0.60956    -0.28395     1.66416    20.50667    69.61955     2.43726     2.25499
     0.34852     0.80333     0.57305     1.18490    24.42546    73.49232     2.11917     2.24760
     0.29502     1.22149    -0.02848    -1.29845    22.37145    71.39363     2.20478     2.18519
     1.75450    -0.01416     0.99194    -1.35461    24.78263    73.84953     1.86380     2.00124
    -0.76394    -2.79999    -0.00099    -0.11006    15.68388    65.66022     2.52432     1.91261
     0.14757    -1.17760    -2.27383    -0.25694    19.23453    68.48418     2.46480     2.14257
    -1.89730    -0.54673    -0.15899    -1.33651    10.89534    62.18543     2.50706     1.88368
     0.07237    -0.13471    -1.28540     0.30284    21.07048    70.14471     2.41101     2.28508
    -0.52249     0.25242    -0.55690    -1.88478    17.70426    67.21600     2.48496     2.00407
     0.06988     0.15895     0.67000     0.61690    22.76646    71.79147     2.26037     2.26454
    -1.42146     0.99539    -0.95198     0.09043    15.30979    65.38553     2.61780     1.96960
     0.25231    -1.82672     0.25005    -1.69069    19.52204    68.70838     2.24773     1.98634
    -0.89621    -0.90564    -1.14963     1.39818    16.91890    66.60562     2.58746     2.03272
    -0.04816    -1.05923     1.03662    -0.95834    20.18946    69.31334     2.30558     2.10971
    -0.99419    -2.95492    -1.75243     0.15804    12.99629    63.70193     2.56203     1.85560
    -0.49946    -0.47707     0.54022    -0.09187    19.46411    68.68469     2.47149     2.17388
     0.06228     1.23928    -1.21671    -1.44071    20.75855    69.84507     2.35191     2.20432
    -0.11600    -0.33237    -0.68980     0.40965    20.68469    69.78399     2.43036     2.26672
     1.97626     1.39306    -1.32884     3.10028    27.84734    77.42911     1.58836     1.96070
