      ThetaG      Theta2      Theta3      Theta4      Ex_Raw    Ex_Scale    Raw_CSEM  Scale_CSEM
     1.17710     0.70862     0.59305    -0.83267    24.70251    73.77295     1.96096     2.10107
    -2.27420    -0.04893    -0.39894    -0.70821     9.92548    61.45195     2.43487     1.92388
     0.30361    -0.20745     2.22190    -0.71820    22.65344    71.67067     2.13258     2.13220
    -1.26840    -0.50461     0.59183     0.38511    16.27594    66.11230     2.61276     2.01327
    -0.31621     1.30582    -0.30405     0.58952    21.76194    70.80823     2.40135     2.33146
     1.40073     0.61174     0.72590    -0.64945    25.20442    74.31352     1.90468     2.10047
     2.04859     0.30029    -0.72651    -0.36401    25.87584    75.06335     1.83317     2.11441
    -0.07357     0.67099     1.25679    -0.46920    22.17878    71.20691     2.26964     2.23703
     0.24515     0.06550     1.67305     1.60078    24.23573    73.28857     2.09193     2.19760
     0.32763    -1.81471    -0.10424    -1.98205    19.35632    68.56223     2.23773     1.95866
    -0.28248     0.78986     1.34344     1.00836    22.81254    71.83970     2.28966     2.29647
    -0.93895     1.37905    -1.17687     0.95170    18.58629    67.94534     2.56940     2.16370
     0.61685     0.19743    -0.66670     0.70506    23.77224    72.81056     2.16687     2.23872
    -0.61779    -0.30134    -1.05310     1.74700    19.17645    68.44185     2.53074     2.19367
     1.33038    -0.90111     0.74732    -0.72118    23.91707    72.94614     1.95824     2.02413
    -0.74449     0.20637     0.20334    -0.82829    18.15795    67.58761     2.53699     2.09111
    -0.05323     0.97080     0.00302     0.29207    22.43133    71.46079     2.32295     2.30424
     2.43135     0.00919    -0.07365    -0.40742    26.24843    75.48804     1.74944     2.07434
     1.36578    -0.22143     0.76491    -1.81184    23.56785    72.58643     1.94467     1.98648
     0.35794    -2.49982     1.80100    -1.52636    20.08856    69.20066     2.12515     1.94424
    -1.29232    -0.21099    -0.21773     0.00861    15.37293    65.43328     2.63533     1.98553
     0.48798    -0.59520    -0.46009    -1.48024    21.10069    70.15749     2.24016     2.13706
     0.24187    -2.79467    -1.19965    -0.56171    18.85090    68.14445     2.36659     2.01221
    -1.58318    -0.15735     2.09059    -0.23544    15.83759    65.77842     2.57782     1.96279
     1.66865    -0.22029    -1.37996    -0.68423    24.49859    73.55732     1.98056     2.10162
     0.49375    -0.62880    -0.46604     1.98947    23.57768    72.60759     2.14148     2.19470
    -0.21749     2.02881    -0.29473     0.59657    22.67528    71.70418     2.32183     2.31931
     0.39155     1.79642    -0.04801     0.22208    24.29067    73.34976     2.12632     2.24123
     1.14171     0.37379     1.09293     0.16043    25.28922    74.41077     1.92953     2.13996
    -0.16900     1.84079    -0.35225     1.01334    22.97956    72.00928     2.30597     2.32436
     0.80181    -2.22173     1.74106     0.60241    23.11863    72.13081     1.97917     1.99444
     1.69913     1.70459     0.06230     0.49638    26.96368    76.35157     1.73034     2.12078
     0.79259    -0.70849     0.66536     0.48781    23.86386    72.89714     2.05510     2.12437
     0.62459     0.66030    -0.44362    -0.73358    23.15871    72.18196     2.17265     2.20039
    -0.13566    -0.06470     2.24791     0.12304    22.27044    71.29580     2.24409     2.21890
     1.66425    -0.95861    -0.32072     1.39137    25.53457    74.67019     1.81809     2.04684
    -0.10692    -0.81158     0.79310    -0.06569    20.84423    69.92419     2.34071     2.20308
    -1.13901     1.08030     0.48884    -0.45902    17.69827    67.21970     2.57993     2.08607
    -0.39776     0.16864    -0.71168     0.27384    19.86160    69.04068     2.50651     2.24830
    -1.38447     0.05325    -0.79349     1.46383    15.80059    65.75231     2.61043     1.98716
    -1.07240     1.11196    -1.69200    -1.31331    15.29440    65.37187     2.56950     1.93192
    -0.45520    -0.50217    -0.44979     1.67332    20.18469    69.32752     2.46669     2.24794
    -0.38789    -1.45597    -1.13747     0.01806    17.81706    67.31092     2.53478     2.05718
    -0.28696     0.03835     0.17526    -0.36047    20.33035    69.45630     2.42983     2.23134
    -2.32607    -0.06569     0.36566     0.65814    11.45510    62.59826     2.49824     1.83562
     0.38812     2.60745    -0.14758     0.60712    24.96370    74.06708     2.06005     2.24360
     0.15525     0.56467     1.83568     0.56017    23.82168    72.86004     2.14397     2.21791
    -0.89981    -1.13844    -1.12172    -2.46978    13.66418    64.17956     2.51752     1.83351
    -0.69283    -0.14735    -0.99426     0.31859    17.99606    67.46101     2.58951     2.12189
    -0.24058    -0.17340     0.72924     0.20235    21.13274    70.20057     2.37628     2.25941
    -0.36320    -0.09579     0.14324     0.80157    20.81823    69.90937     2.43522     2.28334
     1.79865     0.88943     0.66980     0.10630    26.50733    75.80052     1.76812     2.12387
    -0.07189    -0.98726     0.23432     0.27759    20.76947    69.85610     2.36074     2.21339
     0.00660     0.07385    -2.24479     0.10464    20.06953    69.22495     2.48371     2.25144
    -0.09535    -0.25271    -1.02433     0.52434    20.67759    69.77845     2.44075     2.27519
     2.04380    -0.56880    -0.75551     0.09383    25.56602    74.70864     1.83394     2.07091
     0.53432     0.90800     1.23899    -1.33192    23.27117    72.29033     2.07376     2.10358
    -0.66847    -0.52907    -0.11139     0.28823    18.48534    67.85878     2.54886     2.13455
    -0.89873    -1.18521    -1.52283    -0.48412    14.76036    64.97919     2.61255     1.94210
    -0.38692     2.90034    -0.08006    -0.95569    21.44087    70.49011     2.31215     2.22564
    -1.02041    -1.86288    -1.85894    -0.42439    13.22334    63.86507     2.59071     1.88045
     0.93380     0.12949    -0.09356    -0.76112    23.62891    72.65697     2.08540     2.14066
    -0.85506    -1.18300     0.55321    -0.09288    17.19626    66.81911     2.54725     2.01772
    -0.85943    -1.24917     1.16990    -1.48936    16.40307    66.20154     2.47368     1.90805
    -0.96415     0.39441    -0.50228    -0.42970    17.01427    66.68133     2.60833     2.05653
     0.88003    -0.45783     0.72149     1.19070    24.70363    73.77641     1.98608     2.12868
    -0.39055    -0.89362    -0.13683    -0.35331    18.81516    68.12819     2.48607     2.11456
     0.75341     0.99371    -0.40680     0.47329    24.68246    73.76355     2.07728     2.22960
    -0.73255     1.16927     0.11194     0.14716    19.88311    69.06064     2.51244     2.25553
     0.80466    -0.52319     1.30994    -0.11145    23.79558    72.82582     2.04099     2.10479
    -0.54369     1.35428     1.12420     0.24047    21.64588    70.69404     2.38291     2.30559
     0.79363     0.40716     0.19386     0.64555    24.69420    73.77325     2.04921     2.19960
     0.15406     0.53792    -1.13105    -1.73706    20.34060    69.45645     2.34545     2.15871
     0.02636     2.51215     0.06931    -0.65140    23.00336    72.02632     2.20176     2.21908
    -2.20263     0.54310     0.22989    -1.06039    11.06842    62.31540     2.49001     1.85463
     0.04814    -0.58868     0.36763     0.11915    21.49599    70.54354     2.31725     2.23526
    -1.55873    -0.69687    -0.53456     0.45161    13.57837    64.12067     2.60887     1.90081
     0.01056    -0.93061    -0.42036    -0.30267    20.24076    69.36990     2.39053     2.18800
     1.43597     0.86905    -2.08698     1.55465    25.95759    75.17065     1.92240     2.22166
    -1.27916    -1.13146    -0.59623    -0.80961    13.44297    64.02289     2.60111     1.89219
     2.42180    -0.57806     0.35674    -0.43838    25.87704    75.05301     1.75290     2.02623
     0.42639    -0.53693     0.09547    -0.58242    22.01183    71.03969     2.22952     2.18974
     0.04342     2.04404    -1.24056    -0.31078    22.20537    71.23669     2.32049     2.28699
     0.14512     1.04569    -0.14951     0.74906    23.38588    72.41841     2.24633     2.29247
    -0.72252     0.42083    -0.57508    -0.41364    18.16269    67.59507     2.57179     2.12221
    -0.06509    -0.76045     0.19816    -0.14128    20.63598    69.73219     2.36954     2.20904
     1.80061    -0.23727    -0.21109     0.10552    25.57373    74.72066     1.85711     2.09816
    -0.29275     1.06461    -0.28119     1.19478    22.10460    71.14201     2.38293     2.33921
     2.20322     1.31247     0.77180     0.77755    27.61353    77.14444     1.60222     1.99512
    -0.32154     0.41997    -1.50598    -0.33128    19.24772    68.50280     2.52559     2.19719
     0.93587    -2.28022     0.31646     0.71112    23.04228    72.05502     2.00939     2.02134
    -1.38264     2.71784     0.41581     1.38560    19.35281    68.59370     2.52253     2.20654
    -0.18419    -0.26765    -0.51515     0.89718    20.96349    70.04471     2.42236     2.28526
    -1.33036     1.15065     0.63711    -0.63158    16.79985    66.51349     2.59307     2.02882
     0.41544    -1.07794     1.74882     0.63541    23.12010    72.13845     2.09817     2.12016
    -0.80720    -1.05357     2.33749     1.87675    20.25894    69.38422     2.36913     2.17082
    -0.20707    -0.62603     1.15074     0.67197    21.43657    70.48719     2.32801     2.24019
     0.03524     0.71204     1.78182     0.77198    23.75165    72.78933     2.16933     2.23934
    -0.61661    -0.07731    -0.64531     0.46198    18.85363    68.16896     2.55757     2.18149
    -1.43881    -2.14162    -0.84218    -1.03296    11.26307    62.45494     2.53001     1.87624
     1.78447     1.17292     0.63673     0.30628    26.78108    76.12908     1.73961     2.11918
     1.17878     0.42771    -0.40577    -0.38735    24.57187    73.63889     2.01831     2.15143
     0.01695     0.81338    -1.04608     1.21064    22.49546    71.52613     2.34439     2.32957
    -0.13599     1.45117    -1.03283    -0.92579    20.75678    69.84790     2.39666     2.24359
     0.49047     0.10851    -1.56502    -1.33208    21.19390    70.25244     2.30697     2.20326
    -0.92011    -1.29866    -0.79369     0.43982    16.02176    65.91871     2.60369     1.99207
    -0.07030     0.97970    -0.70720     0.87652    22.33754    71.37008     2.35663     2.33054
    -0.41982     1.63253     2.05393     0.45951    23.01150    72.03812     2.25636     2.27588
    -0.66403    -1.42959     0.74611    -2.84582    15.89036    65.80886     2.37312     1.80558
     1.25576     0.77677    -1.65065    -0.63860    24.31711    73.37215     2.06275     2.17415
    -1.22765     0.37839    -0.47026     0.59614    16.57111    66.33958     2.63140     2.04639
    -1.14369    -0.95347    -1.28342     0.56278    14.84763    65.04366     2.61861     1.95029
    -0.43687     0.34572     1.07348    -1.31615    19.79212    68.96432     2.38529     2.13516
    -0.20626    -0.09722     0.81227    -1.28577    20.10510    69.24189     2.35120     2.13987
     0.86245    -0.74434    -0.55354    -0.71852    22.62890    71.64690     2.14701     2.14499
     0.72928    -0.87869    -0.87653     1.25588    23.43505    72.46077     2.13232     2.17496
     0.60688     0.51853     0.33712    -0.82386    23.26222    72.28484     2.13425     2.16719
     0.36328     0.25872    -0.13588    -3.42357    20.20510    69.30687     2.11419     1.94429
    -0.39578     0.27961     0.14302    -0.44669    20.02334    69.18015     2.45681     2.22249
    -0.72251     0.26880    -1.55697     2.62776    19.24731    68.50110     2.51340     2.18707
     2.27619    -2.17770     0.03020     0.83884    25.36568    74.46083     1.68328     1.86352
     0.02318     0.82529    -0.06362    -1.21680    21.25799    70.31458     2.31393     2.21343
    -0.80578    -0.44618     0.23764     0.22227    18.16200    67.59341     2.56115     2.11276
     0.03837    -1.07100     0.81213    -0.78250    20.51252    69.60978     2.29791     2.13539
     0.44971    -1.79901    -1.97672     0.13253    20.43980    69.54801     2.34625     2.16873
     1.45198     0.45436     1.66826    -0.20860    25.69362    74.85574     1.84701     2.10401
    -0.20081     0.55279    -1.06813    -0.74481    19.89062    69.06188     2.46591     2.21615
    -1.36922    -0.20348    -1.05845    -0.17892    14.02177    64.44115     2.62465     1.92493
    -0.52102     0.70925     0.13482     0.41475    20.61957    69.72768     2.47030     2.29520
    -0.77554    -1.28541     0.38387    -0.74882    16.76669    66.48387     2.53252     1.97635
    -0.37230    -1.27325    -0.21569     1.97670    20.16764    69.30581     2.41139     2.19743
    -0.90730     1.41302     0.08871    -1.38111    17.97462    67.43578     2.51075     2.05039
     1.53707     1.04751     1.51854     1.13461    27.01098    76.40796     1.71436     2.10727
    -0.34195     0.54480    -0.63057    -0.81659    19.58259    68.78948     2.47723     2.19192
     0.64316    -0.92222    -1.31802     1.85647    23.24387    72.26746     2.15936     2.19034
     0.93250    -1.15534    -1.15428    -0.31511    22.55745    71.57602     2.15650     2.14972
    -1.75670     1.16458     0.25890    -0.73770    14.17513    64.55136     2.59551     1.90777
     0.68803     0.13360     1.33234    -1.43451    22.96426    71.97944     2.06418     2.07867
     0.44254    -0.55510     1.23674     0.16351    23.10888    72.12942     2.13781     2.16157
    -2.27087    -0.53915     0.78554     0.28227    11.29867    62.48325     2.50850     1.85429
    -0.17811    -1.40795     0.62162    -0.02168    19.99016    69.14020     2.37042     2.14375
    -0.10364    -0.40457    -1.44369    -0.05768    19.71522    68.90749     2.48329     2.21228
     0.96554    -0.55073     0.08420     0.10478    23.91018    72.94540     2.05571     2.12941
     0.09817    -0.08413    -2.87732     1.00638    20.42123    69.54305     2.46008     2.26760
    -0.76855     0.42666     1.41709    -0.71680    19.27777    68.52168     2.46577     2.14789
     0.85060     1.86880    -2.24750     0.02862    24.22328    73.27956     2.13606     2.24576
     0.30011    -0.33227     0.25484     0.17826    22.50707    71.53071     2.24062     2.22934
    -0.22295    -0.52085    -0.62110    -0.82976    19.09317    68.36276     2.46763     2.12919
     0.20771    -0.19629    -1.41526     0.40676    21.50296    70.55508     2.37514     2.28841
    -1.05771     0.96565    -0.44915    -0.25016    17.31139    66.91424     2.60430     2.07542
    -1.76134    -0.05741    -1.13492     0.07322    12.35040    63.24091     2.56729     1.86092
     0.89156     0.08495     0.39570     1.76647    25.34587    74.47698     1.95490     2.17537
    -0.45933     0.99716     1.25840    -0.02679    21.51935    70.57062     2.37063     2.28494
    -0.73768    -0.07381     1.57822     0.46862    20.03610    69.19172     2.45737     2.22442
    -0.16189    -0.54099    -2.52001    -0.04914    18.41084    67.79666     2.54388     2.12335
    -1.78761     0.24272    -0.16202     0.22519    13.51875    64.07783     2.60820     1.89892
    -0.50834    -0.42237     1.55862    -1.08749    19.27370    68.50951     2.39319     2.08460
    -0.29177     1.33200     0.76283    -0.56846    21.63909    70.68353     2.33441     2.26052
     1.51784     1.57196    -0.11480    -1.65300    24.95242    74.03116     1.86136     2.01573
     0.54621     0.35128    -0.47063    -0.77726    22.65311    71.67479     2.21183     2.20983
     1.22263     0.35969     0.73163    -0.08678    25.15641    74.26473     1.93866     2.13260
     0.98108    -1.22192    -0.88114    -0.95561    22.22375    71.24306     2.13481     2.11214
     3.10963     0.38382    -0.75482    -0.91839    26.75805    76.09285     1.67088     2.04913
     0.85094     0.80053     1.07201     1.33832    25.79893    74.98667     1.92007     2.19843
     1.06868    -1.79371     1.21808     0.54198    23.81007    72.83323     1.93841     1.99039
     0.38086    -0.93477     0.52533    -0.63377    21.69477    70.72851     2.21671     2.15813
    -0.67744    -1.68760    -0.44538     0.17394    16.95757    66.63316     2.55517     2.00712
    -0.51217    -0.16814    -0.22918     0.62489    19.71265    68.90812     2.50768     2.23284
    -0.70806    -0.82401     0.77809    -0.88001    17.71432    67.22537     2.49847     2.01712
    -1.35250    -0.07829    -0.42032    -1.53448    13.72107    64.22262     2.58544     1.88645
    -0.19822     0.64501     0.63437     0.50356    22.20417    71.23667     2.33655     2.30220
     0.52177     1.47773    -0.16516    -0.55122    23.75391    72.78887     2.13354     2.20037
    -0.96466     0.38225    -0.08858    -0.16286    17.61132    67.15184     2.59847     2.09480
    -0.60442     0.82471    -0.06343    -2.69523    17.75896    67.25199     2.40144     1.93472
    -0.45180     0.59407     1.39408     1.64610    22.49849    71.52757     2.32196     2.30741
    -0.14741     0.14159    -1.17744     0.51990    20.70346    69.80432     2.45741     2.29236
     0.43051    -0.72330    -0.92977     0.50538    22.19066    71.21878     2.27142     2.23930
    -1.22412     0.36391     2.27611     0.83226    19.14111    68.40973     2.51685     2.17743
     0.66402    -0.30081     0.68383    -0.84856    22.85422    71.87166     2.12337     2.13339
    -1.69516     1.26138     0.18146    -0.72243    14.52665    64.80746     2.59807     1.92222
    -1.25955     0.60603    -0.45601    -0.68391    15.55035    65.56498     2.62036     1.98213
     0.17665    -0.42746     0.52775    -0.16285    21.90914    70.94176     2.27065     2.22142
    -0.37555    -0.13966    -2.11074     0.65669    18.74365    68.07580     2.55474     2.16765
    -1.14552    -1.42843     0.93508     2.06257    17.50476    67.05945     2.51037     2.00979
    -0.49281    -0.15867     0.45650    -0.07106    19.75595    68.94239     2.47239     2.20703
     0.17997    -0.93254    -0.90010    -0.15304    20.67489    69.76846     2.36941     2.21256
    -0.79002     0.18795    -1.31625    -0.79346    16.59605    66.35684     2.60174     2.02348
    -0.35602    -1.48474     1.12668    -0.80812    18.86064    68.15492     2.38408     2.03022
    -0.45666    -0.04286     0.09533    -0.24480    19.60711    68.81195     2.48448     2.20110
    -0.33072     0.32178    -0.34716    -0.60894    19.82664    69.00482     2.46746     2.21045
     1.37042    -0.84172     0.61567    -0.42287    24.23898    73.28026     1.94668     2.03761
     0.97039     0.60639     1.82867     0.25081    25.39013    74.52257     1.92275     2.14597
     0.38211    -1.10941     1.09333     1.65378    23.40004    72.42240     2.09306     2.13012
    -1.15413     0.13472     0.61448    -0.38444    16.86132    66.56162     2.59961     2.03843
    -0.88084    -0.10109     1.01257    -0.20814    18.41249    67.79674     2.53387     2.11399
    -0.29470     1.23510    -0.01307    -1.00743    20.66027    69.75689     2.38761     2.22630
    -0.83816     0.25633    -0.03256    -1.06203    17.36973    66.95658     2.55940     2.04120
    -0.01576    -0.81531     0.25705     0.42775    21.25314    70.31193     2.33721     2.23411
    -0.50492    -1.12459    -1.44779    -0.27706    17.04336    66.70161     2.57488     2.03042
     0.15653     0.82382    -0.95684    -0.48255    21.78119    70.82222     2.34302     2.27936
    -1.70261     0.92173     1.36865    -0.11209    15.79870    65.75099     2.61456     1.98953
    -0.97682    -0.68030     0.14802    -0.18441    16.67532    66.41736     2.59422     2.02186
     1.18223     0.15703     0.73211     0.48503    25.33088    74.45704     1.92852     2.14436
    -1.30780     0.01777    -1.06347     1.86101    16.17009    66.03078     2.59239     1.99227
     1.62939    -1.14772     0.99523     0.75104    25.29553    74.40124     1.80783     2.00088
    -0.57598    -1.48538     0.29156    -0.16611    17.93144    67.39982     2.49950     2.03673
     0.25120     2.20654     1.19174     1.15861    25.38154    74.52460     2.01349     2.24541
    -1.65953    -0.19068    -0.60575     0.06165    13.17544    63.83135     2.60537     1.89081
     0.35071    -1.05289    -0.44770     0.93589    22.22752    71.25354     2.24499     2.21542
     0.57675    -1.17865     1.72633    -2.39600    20.95186    69.99798     2.04088     1.95209
     0.90229     0.96937    -0.62535    -0.45915    24.22138    73.27270     2.08167     2.18539
     0.82380     1.22369     0.95675     1.93502    26.29988    75.56574     1.86870     2.20551
     0.82859    -1.33656    -0.65636    -1.08873    21.72120    70.75049     2.16186     2.10968
    -0.31059     1.64275    -2.01373     1.99961    21.53245    70.58620     2.40646     2.31935
    -0.93657    -0.85779     0.51202    -0.90069    16.38904    66.19529     2.55570     1.97333
     0.32392    -0.97243     0.63387    -0.11455    21.97550    71.00343     2.21986     2.17789
     0.01285    -0.11619     0.89650     0.05952    22.02922    71.06079     2.28772     2.24501
     0.15868     0.89738    -1.43443    -0.86956    21.18109    70.24601     2.36970     2.25749
     0.01589    -0.83794    -0.48978     0.95451    21.26358    70.32387     2.35844     2.25357
     1.23278    -0.31329    -0.89296    -0.11010    24.17180    73.21772     2.04518     2.14097
    -0.23254     1.68061     0.00368     3.17021    23.99524    73.04585     2.20530     2.29930
    -0.14193    -0.30046     1.94713    -0.49833    21.38882    70.43657     2.27492     2.18995
    -1.01883    -0.92949    -0.79920    -0.20935    15.31897    65.39239     2.62033     1.97147
     0.97950    -0.23595     0.94926    -0.41776    24.04761    73.08589     2.01934     2.10163
    -0.93259     1.41199    -0.14683    -1.03597    17.93091    67.40325     2.53976     2.07195
    -0.07105     2.46242    -1.12006     1.15725    23.25160    72.28338     2.27584     2.31345
    -0.12888    -3.10420     0.89834    -0.17361    18.77485    68.07558     2.32466     1.96715
     0.09964     0.36650    -0.69082     0.60495    22.24602    71.27814     2.33845     2.30710
    -0.71023    -0.90084     0.64080    -1.15853    17.28850    66.88786     2.49796     1.98276
     0.02171    -0.27100    -0.12170     0.65262    21.81198    70.85198     2.33930     2.27796
    -0.40253    -0.64091    -0.03426    -0.20754    19.20324    68.45928     2.48310     2.15483
     0.80036     0.55349     1.97723    -1.46012    23.67598    72.69911     1.98733     2.03756
    -1.20507     0.98106    -0.71322     0.82442    17.24043    66.85911     2.61306     2.07781
    -0.35910     0.80714     0.10090    -0.50715    20.56487    69.67248     2.42878     2.25350
    -0.27650    -0.30836    -1.12854     0.91935    20.08551    69.23970     2.48582     2.25438
    -1.01407     0.84187     1.00415    -0.33549    18.61475    67.96597     2.54243     2.14228
    -1.19313     0.35453    -1.88353     0.90525    15.64398    65.63447     2.60581     1.97600
     0.19306    -0.15550     1.30005     1.16404    23.50935    72.53896     2.16142     2.21188
    -0.06689     1.83747    -2.35666    -0.60566    20.48425    69.59748     2.42643     2.24439
     1.31768     1.10626    -1.93206    -0.91509    24.32407    73.37814     2.04923     2.15934
     1.14905     0.50834     0.48653     1.30314    25.94186    75.14719     1.88511     2.17942
    -0.26951    -1.21293    -0.68224     0.24294    19.12398    68.39055     2.47941     2.14240
     1.06892    -0.69696     1.07451     1.60405    25.18697    74.29163     1.89026     2.07992
    -0.05995    -0.34424    -1.07373    -0.39513    19.95443    69.11745     2.45172     2.21098
    -1.26257    -0.66384    -1.78021    -0.14036    13.46780    64.04112     2.60696     1.89698
    -0.12572     1.08025    -1.03132     1.15992    22.16442    71.20053     2.37800     2.33900
    -1.55478    -1.21583    -0.51682     1.03834    13.59060    64.12879     2.58234     1.88074
    -0.69371     0.42506    -0.14513    -0.71627    18.41012    67.79557     2.54159     2.12035
     0.87275    -1.14748    -0.68017    -0.39966    22.54900    71.56700     2.14547     2.13854
     1.60633     1.24146    -0.15466    -0.60460    25.76904    74.94343     1.85670     2.12490
    -0.16803     0.38615    -1.31675     0.00747    20.31959    69.45158     2.47572     2.27032
     0.09420    -0.33979     1.16560    -1.27078    21.07954    70.13796     2.24685     2.14117
     0.19901    -1.12368    -2.04811     0.89739    20.54408    69.65054     2.40366     2.22949
    -0.12066     0.79638     0.28814     1.02076    22.76633    71.79453     2.30790     2.31165
    -0.93728     0.74276    -0.43862    -1.82920    16.39821    66.20128     2.53963     1.96047
     0.69834    -0.53400    -1.63684    -0.70904    21.81683    70.85107     2.26641     2.21206
    -0.84096    -0.74985     0.39278    -0.69908    17.02843    66.68832     2.55271     2.01055
    -0.47790    -1.46259     1.23519     0.64049    19.67535    68.86220     2.39946     2.13418
     1.46253    -0.50487     1.75381    -0.80932    24.55870    73.61317     1.89173     2.00816
     1.47035    -1.41165    -1.44183     0.14458    23.83853    72.86691     1.99975     2.06115
    -1.18098    -1.04996    -1.71497    -0.50858    13.23659    63.87497     2.60234     1.88949
    -0.91854     1.25059    -3.21302     0.43848    16.28840    66.11815     2.54386     1.96003
     0.31617     0.36033     0.00837     0.82300    23.48394    72.51621     2.20807     2.25979
     1.49225    -0.26363     1.97996    -0.57939    25.00211    74.08740     1.86821     2.03321
     0.00613     0.87115     0.78284     0.42046    23.08404    72.11120     2.25031     2.27502
    -0.11874    -0.02513    -0.03014    -1.40251    19.87650    69.03897     2.37883     2.13905
     0.55244     0.08668     0.88020     1.21902    24.49536    73.56128     2.06295     2.19232
    -0.65319     1.66456     0.03788    -0.92304    19.66247    68.85799     2.45985     2.18526
     0.99089    -0.14944    -1.81271     0.55047    23.80244    72.84012     2.14333     2.21605
     0.41526     0.00098    -0.14632     0.52631    23.18728    72.21343     2.21105     2.24195
    -0.25262     0.49845     0.43227    -0.04354    21.31709    70.37745     2.38608     2.28323
    -1.18275    -1.07332    -0.86500     0.33007    14.72973    64.95705     2.62056     1.94695
     0.07073     1.78017     0.14012    -1.46242    22.03355    71.06059     2.21790     2.17746
    -1.64389     1.76779     0.39544    -0.66181    15.52324    65.54323     2.58849     1.95653
     0.05284     2.06811     0.55908     1.08191    24.44015    73.51021     2.14249     2.27478
    -0.70881    -0.66968     0.32181    -0.09440    18.19217    67.61563     2.53680     2.09441
     0.51381     0.25380     0.11488    -0.69477    22.82771    71.84842     2.18590     2.19423
     1.88730     0.45270    -2.29534    -0.87553    24.92165    74.01022     1.96167     2.12872
    -0.35539    -0.96870    -1.97210     1.75711    18.92039    68.21980     2.50632     2.14407
    -1.40291    -0.99127     0.60947     1.62335    16.08574    65.96586     2.57828     1.97558
    -1.78679    -1.94799     0.05125     0.95235    12.23528    63.15871     2.52277     1.82736
     0.56706    -0.53736     1.17941     0.47332    23.63933    72.66791     2.09161     2.14716
    -0.31624    -0.99551     0.36126    -0.68655    19.09353    68.35873     2.43110     2.09721
     2.03486     0.34139     0.45790    -0.43503    26.05120    75.26138     1.79063     2.09228
    -0.13538    -0.93702    -0.39862     0.61613    20.42309    69.53979     2.41331     2.22582
     1.27143    -2.08215     1.43416    -0.33112    23.42419    72.43797     1.91550     1.94454
    -0.64958    -0.00799    -0.73919    -0.29671    18.04749    67.50129     2.57411     2.11323
     0.24660     0.07143    -1.23642     1.03065    22.42711    71.45628     2.31873     2.30018
    -1.28277    -0.52549    -0.30845    -0.72627    14.37642    64.69849     2.61824     1.93188
    -1.32585    -0.03915    -0.85417    -0.49473    14.33233    64.66676     2.62689     1.93690
     0.29523    -0.92289    -0.23991     0.50544    21.97915    71.01035     2.26805     2.22249
     1.27820    -0.04793    -0.84144    -0.24612    24.38318    73.43924     2.02952     2.14422
     1.82966     0.02676    -2.64463     1.92615    26.02573    75.24177     1.86230     2.16574
     1.22269     1.04127     1.15178     0.52611    26.14610    75.38091     1.84713     2.16492
     1.16044     1.23436    -1.38052    -1.66365    23.64946    72.67491     2.04375     2.09515
    -0.33978     0.18463     0.77671     1.20978    21.87684    70.91710     2.36238     2.30372
     0.40458    -0.34577    -0.52618     0.60614    22.72451    71.74834     2.24433     2.24592
    -0.62599     1.05890    -0.66557    -0.91910    18.68214    68.02031     2.52277     2.13228
     1.91478    -1.36895    -0.90860     0.93809    25.26777    74.37058     1.81139     2.00019
    -0.79320     1.86222     0.29170    -0.07163    20.15773    69.30461     2.48074     2.25735
    -0.93562     0.21337    -1.10119     2.39917    18.49541    67.86740     2.54871     2.13643
     0.79169     0.09211     1.04845     1.95086    25.44112    74.58127     1.93571     2.16674
    -1.03285    -0.57940     0.80955    -0.25895    17.00788    66.67373     2.57241     2.02577
    -1.49262     0.40638    -0.82796    -1.38436    13.23225    63.87150     2.57745     1.86990
     0.21833    -0.14102     0.42138     0.77949    22.94830    71.97253     2.22933     2.24476
    -0.58637    -0.47926     1.29250    -1.93200    18.06497    67.49761     2.39073     1.95433
     1.21834    -0.52094     1.74638    -1.07644    23.91645    72.94479     1.94400     2.00913
     0.02715     0.65377    -1.79155     0.52784    21.35849    70.42039     2.42296     2.32016
    -0.32557    -0.74150     0.20394     2.03056    21.17886    70.24404     2.36955     2.25632
    -0.03270    -1.97875    -1.84288     1.62558    19.49242    68.70353     2.42090     2.13170
    -0.33136     0.45808     0.18188    -0.84233    20.12796    69.27126     2.42569     2.20646
    -1.27541     0.55028     0.71170    -0.16398    16.95667    66.63644     2.60915     2.05297
    -0.93863    -0.71783    -0.72667    -0.40396    15.83893    65.78129     2.61482     1.99174
     2.06794    -0.36921    -0.55815    -0.57534    25.32346    74.43926     1.85343     2.05916
    -0.61164     1.63873     1.22113    -0.80804    20.78081    69.86848     2.37667     2.22780
     1.07092    -0.47863     0.38963     1.71153    25.22534    74.33774     1.91792     2.11684
    -1.16098    -0.14110    -0.69133    -1.84370    14.15558    64.53620     2.57106     1.88862
     0.95718     0.29899     0.20242    -0.14017    24.40957    73.46816     2.04077     2.15923
    -1.26410     0.48277     0.38783     0.11371    16.89024    66.58563     2.62117     2.05854
    -1.40014     0.24869    -1.04582    -0.07485    14.43174    64.73925     2.62605     1.93989
     1.54537     1.32300    -1.19464     1.56815    26.75917    76.10866     1.79867     2.17591
    -0.13685     1.10287     0.33574    -1.67519    20.78855    69.86828     2.30119     2.16214
    -0.74661    -1.60012    -0.24358    -1.44588    15.49284    65.51775     2.53003     1.90955
