      Theta1      Theta2      Theta3      Ex_Raw    Ex_Scale    Raw_CSEM  Scale_CSEM
     0.01504     0.75546    -0.78055    21.62495    70.66262     2.23325     2.16598
    -0.11578     0.05987    -0.55152    20.70512    69.80103     2.37408     2.21001
     1.27952     0.88649     1.19137    25.20584    74.32600     1.99449     2.20094
     0.55142     0.86905    -1.19041    22.05757    71.07798     2.11307     2.08119
    -0.44686    -0.68931    -0.47341    18.74080    68.10086     2.53721     2.09889
    -0.35557     0.22360    -0.89995    20.19260    69.32961     2.36652     2.14771
     0.13723    -0.43829     1.53652    22.18172    71.21538     2.33764     2.29829
     0.49956     0.12841     0.41111    22.70599    71.73162     2.26933     2.26831
    -0.11477     0.10770    -0.18116    21.18662    70.25374     2.37100     2.25289
     1.96987     1.89637     0.44707    25.81207    74.99095     1.84271     2.11556
    -1.29536    -0.70812    -1.29346    16.03873    66.06683     2.58286     1.84329
    -0.53912    -0.09496    -0.86614    19.36109    68.60784     2.44620     2.10822
     0.15964    -0.86112     0.75760    20.61476    69.72605     2.44842     2.26324
    -1.40609    -0.43838    -0.68719    16.96209    66.72971     2.58219     1.91857
     1.97107     1.79765     1.24401    26.48602    75.77790     1.78869     2.14277
    -0.75830    -0.48531    -0.38278    18.67162    68.04601     2.54979     2.09977
    -0.96516    -0.58842    -0.93143    17.42179    67.06919     2.56716     1.95438
     2.14079     2.04783     0.06458    25.59776    74.74371     1.82768     2.06832
    -0.28876    -0.27579     0.26983    20.70002    69.80528     2.45022     2.27339
     0.96178     1.46812    -0.09975    24.16536    73.20856     2.01853     2.11009
    -0.17084     0.30739     1.03152    22.61959    71.64683     2.29417     2.28589
     0.81663     0.60884     0.61574    23.93914    72.98149     2.13661     2.21929
     0.88447     0.72565     1.70095    25.04590    74.15235     2.02088     2.20923
     0.43607     0.94954     0.39253    23.66346    72.69624     2.14386     2.20439
    -0.23945    -0.07086    -0.62183    20.20274    69.34457     2.41116     2.18602
    -1.07875    -0.65672    -0.40106    17.57130    67.18656     2.60384     2.00227
     1.98127     1.96712     2.02516    27.12655    76.54940     1.68513     2.08343
     0.49949     1.01312    -0.30130    23.06170    72.08181     2.14014     2.16076
    -0.23146    -1.55071     1.18626    18.61938    67.99731     2.50678     2.05713
    -2.31267    -2.70580    -1.55315     8.60215    60.76825     2.40371     1.94140
     1.20299     1.29553     1.17003    25.50128    74.64994     1.94174     2.18162
     0.23826     0.29294    -0.09067    22.09160    71.12293     2.28992     2.24884
    -1.83547    -1.75625    -2.49425    11.21757    62.72727     2.52811     1.83496
    -0.34252    -0.38385     0.84975    20.96378    70.05119     2.44584     2.29583
     2.32312     2.32647     0.61433    26.39934    75.66917     1.75535     2.09887
     0.08376     0.17248     0.42369    22.23628    71.26761     2.31709     2.28338
    -0.39112     0.48801    -1.85768    19.66402    68.84345     2.25573     1.98966
    -1.27277    -1.56554    -0.58010    14.63893    65.09970     2.66657     1.85318
    -0.22978    -0.61107     0.03394    19.85301    69.04360     2.49850     2.21570
     0.01943    -0.43511     0.15579    20.75954    69.85889     2.43621     2.26805
    -1.42148    -1.37285    -0.39829    14.98600    65.33863     2.67519     1.86763
    -0.10212    -0.04238    -0.59770    20.50442    69.61693     2.38784     2.20055
    -0.92001    -1.00780    -0.27333    17.23213    66.93397     2.62905     1.98452
    -1.11384    -1.15627    -0.55984    16.10704    66.11945     2.65095     1.90230
    -1.82282    -1.92033    -1.77019    11.27859    62.76911     2.56740     1.86027
    -1.03222    -0.77525     0.02845    17.87169    67.41838     2.61419     2.04736
     0.42724     0.69463     0.39438    23.37791    72.40592     2.18435     2.22628
    -0.85611    -0.38418    -2.14856    17.09400    66.81135     2.43897     1.81127
     2.72652     2.82358     2.30794    28.04219    77.67240     1.49737     1.85163
    -1.43647    -1.27679    -0.43925    15.15701    65.45662     2.67226     1.87072
     0.42357     0.25680     0.66018    23.05871    72.08516     2.24360     2.26528
    -0.89044    -1.16209    -1.16607    15.97856    66.02574     2.60440     1.85656
     0.76424     0.34228     0.28596    23.19789    72.22386     2.20490     2.23568
    -0.38254     0.62153    -2.12833    19.66718    68.83992     2.20973     1.95148
    -1.39273    -1.70467    -1.80188    12.85286    63.87477     2.59285     1.81285
     0.95946     0.77667     1.43044    24.98569    74.08715     2.02764     2.20943
    -1.05355    -1.08113     1.15384    18.17101    67.64977     2.59265     2.06779
     0.43665    -0.02095     0.47140    22.44327    71.47153     2.30047     2.28155
     0.28362     0.33968     0.67588    23.01444    72.04061     2.24733     2.26594
    -0.19538    -0.11407    -0.46782    20.36532    69.49298     2.41637     2.20904
     1.87631     1.46690     2.00164    26.73031    76.07097     1.76510     2.14098
    -0.85533    -1.02892     0.80799    18.43890    67.86327     2.59209     2.10289
     1.04194     1.19547     0.42228    24.57677    73.64494     2.02952     2.16371
     0.28074     0.16478     0.38903    22.46393    71.49153     2.29277     2.27536
    -0.64844    -0.48608    -0.36076    18.91965    68.24855     2.53710     2.12321
    -0.86570    -0.55654    -1.83531    16.92052    66.68975     2.48991     1.83687
     0.37838     0.33793     0.75303    23.20876    72.23649     2.22985     2.26130
     0.68688     1.40017     0.44628    24.40766    73.46608     2.04409     2.16167
     0.24881    -0.10223    -0.12242    21.43055    70.48538     2.35590     2.26056
    -0.64805    -0.44881    -0.77721    18.55367    67.94579     2.51990     2.05885
    -0.09714    -0.19521     1.94956    22.57909    71.60668     2.29792     2.28646
    -0.50679    -0.94374    -0.30460    18.20785    67.67671     2.57590     2.05911
     0.30273    -0.31488     0.50875    21.76763    70.81210     2.36579     2.29539
     0.14503    -0.36432     0.03671    20.96072    70.04425     2.41093     2.26666
     0.05596    -0.22095     0.09433    21.17314    70.24374     2.39856     2.27555
    -1.00081    -0.72185    -1.08129    16.89284    66.67842     2.57920     1.90860
     0.75896     0.55751     0.58630    23.78588    72.82357     2.15397     2.22509
    -1.95343    -0.66079    -1.70474    14.21701    64.81028     2.52708     1.74460
    -0.72678    -1.71881     0.00643    16.09822    66.11115     2.61909     1.87623
    -0.56097    -0.42885    -0.45917    19.10589    68.40126     2.51607     2.13133
     1.28425     0.83535     0.92574    24.92723    74.02308     2.02461     2.19931
    -2.00340    -2.29728    -0.72098    10.90873    62.50226     2.56868     1.88147
    -0.12726     0.48871     0.46346    22.40512    71.43311     2.29324     2.27172
     2.29878     1.95665     1.36521    26.86782    76.23433     1.72788     2.11351
     0.46725     0.04291     0.69486    22.80882    71.83506     2.27308     2.27840
     1.92641     2.20509     1.77656    27.05743    76.46443     1.68975     2.08586
     0.08937     0.01554     0.33782    21.90178    70.94126     2.34665     2.28771
     1.07511     1.10098     0.16326    24.25341    73.30372     2.05048     2.15378
     0.18580     0.01807     0.50460    22.21349    71.24572     2.32539     2.28966
     1.82718     0.89490     1.86767    26.11455    75.34778     1.87507     2.19050
    -1.71891    -2.02525    -1.06710    11.87391    63.19066     2.61143     1.86324
     1.79771     1.47466     1.20957    26.13052    75.36322     1.85101     2.16699
     0.32085     0.24693    -0.50826    21.67986    70.71986     2.28296     2.21461
     1.17787     1.77598    -0.66556    23.95824    72.98752     1.94538     2.01187
     0.55538     0.48139    -0.35900    22.46127    71.48377     2.21567     2.20147
    -0.61348    -0.76123    -0.06417    18.69934    68.07150     2.56956     2.11985
     0.82653     1.67176     0.11180    24.39835    73.45283     2.00606     2.11851
    -0.10302    -0.37071    -0.08703    20.44018    69.56532     2.44730     2.24325
    -1.32220    -1.12615    -1.08270    15.15452    65.45373     2.63714     1.84336
    -0.72195    -0.27381    -1.59388    17.99152    67.48989     2.44929     1.92456
     1.49756     1.70069     1.46344    26.26464    75.51848     1.82611     2.15700
     1.23788     1.44933     0.37480    24.90760    73.99604     1.97476     2.14086
     0.52990     0.26556     2.29563    24.40371    73.46656     2.09799     2.21998
    -0.97544    -0.74636    -1.49309    16.51922    66.40559     2.55202     1.85280
    -1.02491    -0.64279    -0.67608    17.43041    67.07841     2.59082     1.97507
     1.13659     1.20976     1.03268    25.25432    74.37723     1.97376     2.18407
     0.98429     1.46359     0.21628    24.52276    73.58526     2.00893     2.13475
    -0.65237    -0.99982     1.34644    19.39575    68.64989     2.53114     2.18249
     1.61574     0.95203     1.99740    26.10239    75.33327     1.87313     2.18688
    -0.94096    -1.22456    -1.83457    15.14593    65.44527     2.56466     1.78674
     0.71241     0.53198     0.37174    23.48730    72.51733     2.17518     2.22475
    -0.59322    -0.89410    -0.13892    18.34194    67.78420     2.58222     2.08204
    -1.82347    -1.36225    -2.35259    12.35873    63.53332     2.54772     1.79666
     0.72748     0.43929     1.07877    24.05173    73.09957     2.14353     2.23645
    -0.53755    -0.38735    -0.88757    18.78453    68.13017     2.49134     2.06671
     1.15243     1.15549     0.59594    24.81636    73.90115     2.01269     2.17243
    -0.03924     0.50885    -0.91279    21.10770    70.16903     2.27302     2.16124
     1.68247     0.98264     1.45962    25.82551    75.01637     1.91324     2.19434
    -0.60652    -0.75951    -0.07602    18.70432    68.07544     2.56861     2.11975
     0.66163     0.59158    -0.15883    22.94126    71.96280     2.18505     2.19929
    -0.07134    -0.12910     0.13087    21.18772    70.25778     2.40011     2.27806
    -1.24352    -1.13644     0.16311    16.63562    66.49842     2.65743     1.94893
     0.62898     1.58892    -0.62263    23.33565    72.35416     2.03784     2.07066
    -1.41779    -0.76091    -1.42197    15.50775    65.69603     2.58352     1.81528
    -1.74906    -2.72740    -0.04818    11.36171    62.83076     2.52516     1.82516
    -1.89335    -1.48384    -1.55672    12.41637    63.57167     2.60114     1.83330
    -0.20998    -0.66048     0.54934    20.31169    69.45298     2.48480     2.25960
     1.50877     2.49873     1.28570    26.53231    75.82980     1.75683     2.11493
     0.23742     0.39121     0.41512    22.76582    71.79093     2.25910     2.26177
     1.04732     0.53414     0.08774    23.52886    72.55807     2.14606     2.19744
     0.43705     0.43163    -1.26605    21.32501    70.36983     2.19408     2.10917
    -0.02789    -0.23584     0.11368    21.03884    70.11803     2.41207     2.27479
     0.75351     0.75749     1.44940    24.76883    73.85395     2.05465     2.21302
     0.71575     0.72695     1.18589    24.48700    73.55450     2.08737     2.21781
     1.26276     1.36988     1.06870    25.52660    74.67748     1.93344     2.17592
    -0.56462    -0.13254    -0.03179    20.13868    69.29482     2.47183     2.22867
     2.64493     2.60343     1.27209    27.26226    76.71320     1.64174     2.04369
    -0.32364     0.03970     1.30409    22.16809    71.20225     2.34142     2.30056
    -0.36280    -0.77991     1.09726    20.27762    69.42253     2.48785     2.25785
     0.10685    -0.23769     0.26546    21.39717    70.45659     2.38946     2.28700
    -0.37997    -0.05533    -0.14685    20.49814    69.61701     2.43530     2.23950
     0.78026    -0.16579     0.06554    22.15394    71.18489     2.29862     2.26166
    -0.34560    -0.24781    -0.23778    20.10846    69.26629     2.46181     2.21681
     0.66991     0.54602    -0.02512    23.03844    72.06126     2.19029     2.21050
    -1.71049    -2.07562    -0.70605    12.13781    63.37595     2.62316     1.86039
    -1.11038    -0.45877    -1.73612    16.65311    66.49788     2.50573     1.82624
    -1.01260    -1.35253    -0.05692    16.37442    66.31012     2.65495     1.92510
     0.01079    -0.14361     1.78666    22.74091    71.76775     2.28613     2.28561
    -1.13409    -1.72541     0.51519    15.71319    65.84168     2.64088     1.87019
    -0.99363    -0.63913    -1.05782    17.11991    66.84433     2.56948     1.92335
    -1.66035    -0.92630    -1.19869    14.72400    65.15728     2.61364     1.81449
     0.43828     0.29770     0.34640    22.82294    71.84777     2.25085     2.25747
    -1.48278    -2.04701    -0.94878    12.51108    63.63691     2.62114     1.84457
     0.73292     0.75111    -0.51575    22.82028    71.83876     2.14596     2.15308
     0.34621    -0.37818     0.97028    22.13433    71.16901     2.34259     2.30023
     1.04064     0.61212     1.00506    24.52499    73.59475     2.08241     2.21690
    -0.90800    -0.75637    -0.79688    17.30531    66.98432     2.58949     1.95982
     0.54236     1.15683    -0.73038    22.78503    71.80100     2.10137     2.10652
    -0.03342    -0.04754    -0.11978    21.12147    70.19334     2.38525     2.25941
     0.37887     0.65812     0.23942    23.11318    72.13771     2.20315     2.22798
     0.52613     0.55326     0.08612    23.00250    72.02584     2.20515     2.22317
     0.93285     0.96229     0.07538    23.89145    72.92838     2.09015     2.16508
     0.10567    -0.29220     0.87693    21.89240    70.93383     2.36695     2.30518
     1.07629     0.94898     1.70241    25.47144    74.61863     1.96023     2.19783
    -2.24429    -1.50903    -1.49856    11.60381    63.00151     2.56488     1.84170
     1.44568     1.72898    -0.10509    24.75856    73.83017     1.93216     2.07479
     0.37632     0.92806    -0.50243    22.60673    71.62588     2.16588     2.16111
    -0.17007    -0.14958     0.00381    20.85525    69.94637     2.41992     2.26375
     0.87890     1.50139     0.20870    24.43862    73.49653     2.01720     2.13508
     1.53346     2.02709     0.26583    25.39201    74.51883     1.87945     2.09723
     0.25414     0.33807     0.26892    22.56267    71.58847     2.27179     2.26147
    -1.69912    -1.37043    -1.06376    13.62435    64.40459     2.64606     1.83586
    -0.77572    -1.30207    -0.58366    16.45354    66.36465     2.62589     1.90805
    -1.66839    -1.17770    -1.64750    13.68424    64.44604     2.60089     1.80163
     0.53815     1.03135     0.03811    23.49379    72.52099     2.13024     2.17783
    -0.10851    -0.17485    -0.47108    20.39275    69.51774     2.41414     2.21030
    -0.49891    -1.17820     0.65231    18.63655    68.02007     2.56871     2.11049
    -1.15100    -0.77735     0.32779    17.90986    67.44814     2.61528     2.05304
    -0.60016    -0.63586     0.35097    19.45346    68.70107     2.54204     2.19936
    -1.15733    -0.96201    -1.77188    15.36398    65.59565     2.56840     1.79708
     0.77607     0.99870     1.62823    25.17419    74.29092     1.99648     2.19836
    -0.69213    -0.77440     1.04912    19.61677    68.84128     2.53316     2.21331
    -0.93077    -0.52090    -1.74410    16.92236    66.69201     2.49860     1.84442
     1.12819     0.32248     1.55193    24.65538    73.73408     2.07775     2.22603
     0.41080     0.06846     1.26634    23.28481    72.31425     2.23493     2.27148
     0.57434     0.52221    -0.39766    22.49450    71.51625     2.20585     2.19389
     0.88630     1.17465     1.19768    25.12551    74.23698     1.99467     2.19031
     1.62633     1.41152     2.11342    26.57873    75.88994     1.78731     2.15050
     0.26647     0.40595    -0.60267    21.73473    70.77147     2.26069     2.19826
    -0.99102    -1.04521    -0.07760    17.19326    66.90595     2.63816     1.98779
     1.81078     2.07814    -0.10463    25.22018    74.32481     1.85702     2.04814
     0.47347     0.80896    -0.31998    22.79983    71.81980     2.17414     2.18002
    -1.23383    -1.09358    -1.13023    15.40252    65.62490     2.62853     1.84586
     0.69574    -0.18365     0.16709    22.13852    71.17047     2.30884     2.27004
     0.92509     0.73429     1.10671    24.64587    73.72273     2.06691     2.21288
     0.45144     0.83252     0.55714    23.72654    72.76185     2.15090     2.21673
    -0.50958    -0.83818    -0.51691    18.22810    67.69087     2.56209     2.05030
    -0.83996    -0.49160    -0.90112    17.93639    67.45941     2.54264     1.99611
    -0.84977    -0.99915    -0.75558    16.88926    66.67878     2.61015     1.93377
     1.63256     1.94023     0.49781    25.65775    74.81734     1.86649     2.12006
    -0.61874    -1.01218    -0.85671    17.23196    66.92865     2.58044     1.94443
    -0.74755    -1.34565     0.80293    17.84788    67.39775     2.59724     2.03015
     0.51594    -0.08015     0.57259    22.53734    71.56483     2.29547     2.28287
     0.04415    -0.17004    -0.36063    20.75725    69.85185     2.39412     2.23234
     1.74498     1.97922     0.69428    25.95148    75.15167     1.83751     2.12908
    -0.55353    -0.15318    -0.63997    19.46405    68.69939     2.46718     2.13937
     1.50289     1.32647     1.25280    25.83905    75.02977     1.89722     2.17869
     1.79116     1.88830     1.07360    26.27822    75.53240     1.81110     2.14289
    -0.27827     0.60366    -1.39606    20.37820    69.48547     2.25926     2.07878
    -0.97361    -0.63266    -0.92250    17.31374    66.98896     2.57429     1.94818
     0.05354     0.12758    -0.11666    21.54847    70.59785     2.34361     2.25886
    -0.20615    -0.49816     0.40190    20.52549    69.64626     2.46812     2.26977
     0.67936     0.09029     0.07683    22.50102    71.52655     2.26543     2.25201
     0.54753     0.57784    -0.75149    22.15556    71.17907     2.18846     2.15786
     0.70950     0.44031    -0.58924    22.33183    71.35405     2.19780     2.17692
    -0.59017    -1.28155    -0.74365    16.71619    66.55175     2.59802     1.90798
    -0.65430    -0.30623    -0.72234    18.88711    68.21635     2.50130     2.08916
     1.10729     0.66982     0.35712    24.03468    73.07895     2.10712     2.19597
     1.57535     1.88142     0.67653    25.75884    74.93309     1.86678     2.13450
    -0.61082     0.18257    -1.36189    19.20747    68.46697     2.37806     2.03082
    -0.26352     0.91591    -0.79773    21.33050    70.37970     2.25042     2.16007
     0.22989     0.31748    -0.75382    21.40108    70.44972     2.27446     2.18630
    -1.30975    -1.67964    -0.34579    14.50325    65.00662     2.66841     1.85256
    -1.62214    -1.71673    -1.57732    12.43778    63.58631     2.60781     1.83747
    -0.74833    -1.57729    -0.95382    15.40076    65.62302     2.60837     1.83033
    -0.59298    -1.08616     1.39744    19.33639    68.59843     2.52699     2.17117
     0.69628     0.69637     1.00611    24.27777    73.33441     2.10950     2.22074
    -1.21431    -0.87359    -1.57989    15.59536    65.75638     2.57750     1.81419
    -0.06822    -0.50549    -0.26441    20.02236    69.18930     2.46338     2.20791
    -0.38833    -0.06400    -0.90561    19.65791    68.86081     2.41844     2.12452
    -0.29172     0.23714    -1.03459    20.19115    69.32582     2.34717     2.13133
    -1.36033    -1.73864    -0.22578    14.35808    64.90709     2.66752     1.85036
    -1.31919    -1.02446    -2.87348    14.19970    64.79759     2.50712     1.72904
     0.02061    -0.04994    -0.84211    20.42519    69.54094     2.36169     2.16999
    -0.32039    -0.44240    -0.21119    19.79346    68.98967     2.48863     2.19998
     1.77980     1.19375     0.39881    25.14293    74.25176     1.95554     2.14946
     0.64866     0.96440     0.06047    23.57941    72.60851     2.12514     2.17854
     0.23362    -0.26914     0.97195    22.20221    71.23567     2.33931     2.30166
     0.99431     0.84192     0.68533    24.45076    73.51467     2.07305     2.19861
    -1.44478    -1.14205    -0.17604    15.77171    65.88419     2.66802     1.89510
    -1.99867    -1.70853    -1.58147    11.55818    62.96817     2.58239     1.85687
    -1.84224    -0.90842    -1.63623    13.95083    64.62859     2.57075     1.77726
     0.00498    -0.70980     1.06428    21.02047    70.10283     2.43083     2.28872
    -1.57971    -1.56504    -0.31463    14.18503    64.78859     2.67497     1.85501
    -0.31856    -0.55024     0.02358    19.82219    69.01692     2.50225     2.21481
     0.17518     0.06846     0.72679    22.49954    71.52790     2.30571     2.28975
     1.28997     1.24431     1.23353    25.58520    74.74396     1.93374     2.18424
     0.61722    -0.04674     0.37403    22.51360    71.54056     2.28694     2.27337
     0.16072     0.55764    -0.80713    21.57401    70.61393     2.24187     2.17006
    -0.74852    -0.88553    -0.85570    17.27971    66.96460     2.58408     1.95252
     1.08062     0.88817     0.70730    24.60159    73.67401     2.05435     2.19421
    -1.28045    -0.99673    -1.30764    15.37009    65.60175     2.61175     1.83141
     0.28828     1.20031    -0.74411    22.49102    71.50846     2.13035     2.12034
     1.00208     0.72218     1.74905    25.18876    74.30792     2.00282     2.20753
     0.02184    -0.18021     0.48287    21.60315    70.65422     2.38260     2.29745
    -0.90822    -0.87708    -1.32617    16.50381    66.39624     2.57230     1.86818
    -0.41010    -0.74986    -1.23360    17.89563    67.42282     2.50424     1.95879
     0.26039    -0.48596     0.52312    21.37586    70.43696     2.39776     2.29256
     1.37672     2.23620     0.96102    26.04708    75.26186     1.82714     2.13062
     1.92406     1.83093     1.99848    26.99840    76.39359     1.71056     2.10363
    -1.83603    -1.83680    -1.80820    11.43205    62.87876     2.57115     1.85509
    -0.01382     0.31804     0.34620    22.22885    71.25973     2.30991     2.27614
     2.14834     2.23025     1.08301    26.68651    76.01422     1.73920     2.11146
    -0.59803    -0.88225    -0.92165    17.52638    67.14756     2.56247     1.96256
     0.20234     0.34305     1.14761    23.33375    72.36346     2.22494     2.26449
     0.02680    -0.22161    -0.76541    20.20200    69.34155     2.39320     2.17109
     0.96564     1.40328     1.32857    25.49577    74.64345     1.94031     2.17906
    -1.06170    -0.46241    -0.74838    17.66222    67.25136     2.56629     1.98205
     0.81980     0.07663     1.90747    24.21500    73.26969     2.12795     2.23446
     2.26427     2.04689     1.54773    27.03085    76.43208     1.70079     2.09530
     1.91704     1.09447     1.38565    26.03622    75.25664     1.88044     2.18649
    -1.16223    -0.95545    -0.21735    16.87142    66.66895     2.64393     1.95978
    -0.10880     0.18572    -0.47140    21.00372    70.07868     2.35411     2.22195
     1.11515     1.32918     0.10319    24.42163    73.47838     2.01530     2.13134
    -1.64699    -1.20551    -1.35403    13.91062    64.60080     2.62423     1.81719
     1.09775     0.98636     0.76092    24.76758    73.85054     2.03323     2.18960
    -0.89669    -1.01944     0.39821    17.97146    67.49612     2.61565     2.06106
     1.29967     0.83422     1.23175    25.20028    74.32021     1.99743     2.20350
    -1.00226    -0.33402    -0.95068    17.85223    67.39303     2.53265     1.97739
    -0.01697     0.13638     0.59933    22.20435    71.23697     2.32861     2.29181
     1.66260     1.48011     1.53255    26.28791    75.54685     1.83173     2.16563
     0.65796     0.86408    -0.27202    23.12612    72.14713     2.14195     2.16647
     0.26185    -0.19713     0.60810    22.03771    71.07434     2.34635     2.29711
     0.53324     0.84029    -0.31051    22.91569    71.93563     2.16146     2.17395
    -0.49279    -0.14715    -0.29519    19.96370    69.13727     2.46539     2.20215
     0.01584    -0.75025    -0.18471    19.69250    68.90054     2.48564     2.18499
     1.22725     1.45062    -0.11502    24.37867    73.43068     1.99047     2.09924
    -0.34016    -0.34888     0.76725    20.96180    70.04923     2.44510     2.29506
     1.34818     0.95892     1.31247    25.43417    74.57730     1.96451     2.19788
    -0.03147    -0.46794     0.18727    20.64672    69.75548     2.44725     2.26558
     0.38152     0.61991    -0.70109    22.05756    71.08359     2.20598     2.16856
     1.81194     2.10485     1.34951    26.63088    75.94909     1.75730     2.12486
     1.20541     0.89403     1.45425    25.35582    74.49099     1.97758     2.20175
     1.62762     1.32124     1.90281    26.38702    75.66373     1.82149     2.16611
     0.08403    -0.20114     0.44614    21.61932    70.66954     2.37923     2.29582
     1.15608     1.35086    -0.34905    23.98524    73.02006     2.01096     2.08623
    -1.18890    -1.51709    -0.61141    14.93218    65.30120     2.66245     1.85633
     0.76030     0.81764     0.75729    24.25714    73.31185     2.10016     2.20862
     0.55164     0.99650    -0.59867    22.78591    71.80330     2.12882     2.13403
     0.41455    -0.15515    -0.01848    21.66301    70.70845     2.34226     2.26676
    -1.46433    -0.97795    -2.55116    14.11051    64.73707     2.52524     1.74269
    -0.65320    -0.53312    -0.71822    18.42613    67.84510     2.53516     2.05425
    -0.77517    -0.05505    -1.27276    18.55985    67.94008     2.44447     1.99691
    -0.26936    -0.12329    -1.06630    19.60285    68.81044     2.40210     2.10371
    -1.25157    -1.09741    -1.20048    15.28423    65.54288     2.62526     1.83864
     1.03255     1.08107     0.52758    24.57142    73.64040     2.04151     2.17652
     1.89455     1.59846     0.72153    25.85002    75.03829     1.86757     2.14804
    -0.96187    -0.18626    -2.34472    17.13164    66.83537     2.40369     1.78582
    -0.95566    -1.24047    -1.46187    15.36579    65.59804     2.59451     1.81771
    -0.70881    -0.52566    -0.25786    18.82432    68.17159     2.55091     2.12155
     1.02788     0.67825     0.97153    24.56291    73.63461     2.07526     2.21309
     1.14147     0.53198     1.23290    24.70891    73.79064     2.06633     2.21963
    -0.20146    -0.73071     0.20431    19.81128    69.00787     2.50638     2.21690
     1.45053     0.72485     1.04145    25.04154    74.14738     2.01679     2.20494
     1.14038     1.73649    -0.07092    24.54414    73.60381     1.96422     2.08690
    -1.04313    -0.94896    -0.72460    16.61634    66.48170     2.62481     1.92072
     1.30863     1.35777     0.95397    25.45549    74.59806     1.93989     2.17345
     0.52872     0.22974     1.92222    24.14248    73.19389     2.13544     2.23531
    -0.01470     0.50352    -0.42690    21.65099    70.69237     2.28932     2.21816
     0.51439     0.80667     0.67098    23.88595    72.92625     2.13951     2.21751
    -0.19430    -0.30028    -0.19471    20.31435    69.45075     2.44930     2.23066
     0.02776     0.26186     0.54621    22.41249    71.44120     2.30389     2.28234
    -1.90392    -1.22318    -1.47351    13.14486    64.07609     2.60102     1.81104
    -1.28816    -0.84482    -1.30308    15.72672    65.84895     2.59773     1.83689
    -0.07797     0.13925     1.15394    22.61844    71.64611     2.29999     2.29141
     0.05129    -0.16779     0.12211    21.29516    70.35903     2.38975     2.27860
     1.39350     1.68042     0.39020    25.21219    74.32478     1.92767     2.12697
    -0.93141    -1.04629    -1.52676    15.86201    65.94214     2.57565     1.82647
     2.43684     2.17268     1.21466    26.93288    76.31195     1.70734     2.09711
     1.06951     0.56651     0.71526    24.23013    73.28419     2.10831     2.21533
    -1.02593    -0.73907    -1.09461    16.78330    66.59892     2.58264     1.90111
    -1.00479    -1.41070    -0.62508    15.62340    65.77946     2.64925     1.87232
    -1.35351    -1.43854    -0.67192    14.68323    65.13015     2.66781     1.85492
    -0.03919    -0.19253    -0.70373    20.22053    69.35923     2.40016     2.17901
    -0.44802     0.00101    -0.19321    20.42003    69.54542     2.43557     2.23114
    -0.31028    -0.04980    -1.68753    19.11645    68.38575     2.34885     1.99324
    -2.69484    -3.27234    -1.34843     7.15871    59.57129     2.24667     2.06007
     0.77797     0.76117    -0.30708    23.10587    72.12668     2.14284     2.16625
    -1.26902    -1.47306    -1.46430    14.02834    64.68121     2.62059     1.81404
     0.34926     0.31739     0.92806    23.30314    72.33230     2.22534     2.26307
     0.34968     0.39309     1.00678    23.48032    72.51223     2.20650     2.25628
    -0.61656    -0.83531    -0.61754    17.91869    67.44953     2.57248     2.01877
    -0.79981    -0.87920    -0.52721    17.53291    67.15704     2.60102     1.99531
    -0.45219    -0.80849     0.17765    19.15832    68.45041     2.54997     2.16636
     2.08218     1.73756     2.16321    27.13399    76.55888     1.69080     2.08893
    -0.33297     0.15421     0.12086    21.21884    70.28637     2.39033     2.27229
     1.85890     1.73225     1.06266    26.22229    75.46790     1.82473     2.15049
     0.07477     0.07584    -0.95001    20.60872    69.70607     2.32684     2.16016
     1.67747     1.52542     2.11732    26.70127    76.03585     1.76494     2.13862
     3.15146     2.73526     3.18004    28.55246    78.27952     1.38187     1.63497
    -0.87929    -0.99776     0.01278    17.65720    67.25427     2.62279     2.02804
    -1.31774    -0.68611    -0.47733    16.85958    66.65808     2.61942     1.93881
     0.55597     0.60352    -0.19752    22.79333    71.81460     2.19656     2.20200
     0.35305     0.58901    -0.02516    22.71360    71.73632     2.22451     2.22477
     0.85173     2.14426    -1.59302    22.96738    71.97493     1.87170     1.88092
     0.15565     0.69126     1.54803    24.02874    73.07497     2.14038     2.22990
    -0.31542    -0.79273     0.55207    19.82817    69.02409     2.51560     2.22639
    -0.95680    -1.35196    -0.04884    16.50999    66.40707     2.65000     1.93209
     0.86053     0.82128     1.06467    24.64222    73.71847     2.06387     2.20902
    -0.96858    -0.58854    -1.81732    16.63687    66.48608     2.50616     1.82482
    -0.31360     0.63201    -0.11704    21.65855    70.70181     2.31489     2.24166
    -0.65831    -0.96928     0.14269    18.33149    67.77735     2.59324     2.08968
    -0.80459    -0.78513    -0.55830    17.71362    67.29357     2.59052     2.00820
    -1.33180    -1.40638    -1.21770    14.27400    64.84932     2.63952     1.82866
     0.09328     0.58462     0.12448    22.51306    71.53810     2.25859     2.24561
     1.57500     1.82952     0.87489    25.91475    75.11180     1.85724     2.14547
    -0.59906     0.01776    -1.10599    19.20104    68.46790     2.42179     2.06629
    -0.16679    -0.44968    -0.93989    19.26524    68.52615     2.44753     2.09641
     1.80132     1.87302     0.24969    25.48417    74.62122     1.87092     2.10061
     0.85584     1.43095    -0.12500    24.00514    73.04260     2.03648     2.11586
    -0.87808    -0.13843    -1.53295    17.96385    67.46864     2.45022     1.92219
     1.39449     1.21447     1.05834    25.49943    74.64801     1.94256     2.18244
